0,992.1,572.5,1
1,992.1,572.5,1
2,1006.24,572.5,1
3,1308.0,572.5,1
4,992.07,572.5,1
5,966.21,572.5,1
6,1018.5,572.5,1
7,1316.15,572.5,1
8,1336.01,572.5,1
9,940.05,572.5,1
10,1288.0,572.5,1
11,982.02,572.5,1
12,976.01,572.5,1
13,1324.01,572.5,1
14,978.01,572.5,1
15,970.07,572.5,1
16,1427.2,572.5,1
17,1036.12,572.5,1
18,1418.96,572.5,1
19,1338.15,572.5,1
20,1338.15,572.5,1
21,976.13,572.5,1
22,972.25,572.5,1
23,978.25,572.5,1
24,1344.01,572.5,1
25,1016.33,572.5,1
26,988.29,572.6,1
27,1376.33,572.6,1
28,986.66,572.6,1
29,986.66,572.6,1
30,986.66,572.6,1
31,1443.93,572.6,1
32,1443.93,572.6,1
33,1028.33,572.6,1
34,992.1,572.6,1
35,1000.01,572.6,1
36,1081.36,572.6,1
37,976.1,572.6,1
38,970.0,572.6,1
39,1008.16,572.6,1
40,1052.62,572.6,1
41,1052.62,572.6,1
42,1034.07,572.6,1
43,1034.07,572.6,1
44,1034.07,572.6,1
45,1034.07,572.6,1
46,1034.07,572.6,1
47,1034.07,572.6,1
48,1034.07,572.6,1
49,1034.07,572.6,1
50,1034.07,572.7,1
51,1034.07,572.7,1
52,1034.07,572.7,1
53,1034.07,572.7,1
54,1034.07,572.7,1
55,1034.07,572.7,1
56,1034.07,572.7,1
57,1034.07,572.7,1
58,1034.07,572.7,1
59,1034.07,572.7,1
60,1034.07,572.7,1
61,1034.07,572.7,1
62,1034.07,572.7,1
63,1034.07,572.7,1
64,1034.07,572.7,1
65,1034.07,572.7,1
66,1034.07,572.7,1
67,1034.07,572.7,1
68,1034.07,572.7,1
69,1125.08,572.7,1
70,1125.08,572.7,1
71,1125.08,572.7,1
72,1125.08,572.7,1
73,1125.08,572.7,1
74,1125.08,572.7,1
75,1106.53,572.7,1
76,1113.16,572.7,1
77,1113.16,572.7,1
78,1113.16,572.7,1
79,1121.96,572.7,1
80,1118.11,572.7,1
81,1130.08,572.7,1
82,1130.08,572.7,1
83,998.0,572.7,1
84,998.1,572.7,1
85,1022.0,572.7,1
86,998.02,572.7,1
87,1078.15,572.7,1
88,1078.15,572.7,1
89,998.13,572.7,1
90,998.13,572.7,1
91,1014.03,572.7,1
92,1324.12,572.7,1
93,1073.06,572.7,1
94,1130.35,572.7,1
95,967.29,572.7,1
96,1334.01,572.7,1
97,1010.13,572.7,1
98,1014.05,572.9,1
99,1000.0,572.9,1
100,1320.01,572.9,1
101,960.21,572.9,1
102,1002.16,572.9,1
103,992.05,572.9,1
104,972.1,572.9,1
105,972.1,572.9,1
106,998.03,572.9,1
107,958.47,572.9,1
108,986.34,572.9,1
109,1012.05,572.9,1
110,948.05,572.8,1
111,982.29,572.8,1
112,1051.54,572.8,1
113,1117.49,572.8,1
114,1093.45,572.8,1
115,1091.15,572.8,1
116,1014.87,572.8,1
117,940.21,572.8,1
118,1000.0,572.8,1
119,964.21,572.8,1
120,1004.45,572.8,1
121,934.69,572.8,1
122,916.18,572.8,1
