Frame,Time,Temperature,Arduino_Line,Distance,CircleLeft_X,CircleLeft_Y,CircleLeft_Radius,CircleRight_X,CircleRight_Y,CircleRight_Radius
4006.0,2450777.0,602.5,12200.0,990.0,502.5,670.5,171.6999969482422,1491.5,668.5,175.0
4007.0,2450777.0,602.5,12200.0,984.02,1490.5,671.5,176.10000610351562,505.5,665.5,175.0
4008.0,2450777.0,602.5,12200.0,992.01,500.5,668.5,169.5,1491.5,672.5,175.0
4009.0,2450777.0,602.5,12200.0,990.0,500.5,668.5,169.5,1489.5,669.5,177.1999969482422
4010.0,2450777.0,602.5,12200.0,990.0,500.5,668.5,169.5,1489.5,669.5,177.1999969482422
4011.0,2450777.0,602.5,12200.0,990.0,500.5,668.5,169.5,1489.5,669.5,177.1999969482422
4012.0,2450777.0,602.5,12200.0,996.01,1489.5,669.5,177.1999969482422,494.5,666.5,170.60000610351562
4013.0,2450777.0,602.5,12200.0,990.02,501.5,666.5,175.0,1491.5,672.5,175.0
4014.0,2450777.0,602.5,12200.0,992.0,500.5,668.5,169.5,1491.5,670.5,177.1999969482422
4015.0,2450777.0,602.5,12200.0,990.0,500.5,668.5,169.5,1490.5,670.5,177.1999969482422
4016.0,2451008.0,602.5,12201.0,990.01,500.5,668.5,169.5,1489.5,671.5,176.10000610351562
4017.0,2451008.0,602.5,12201.0,984.0,500.5,668.5,169.5,1483.5,669.5,172.8000030517578
4018.0,2451008.0,602.5,12201.0,990.0,500.5,668.5,169.5,1490.5,670.5,177.1999969482422
4019.0,2451008.0,602.5,12201.0,990.0,500.5,668.5,169.5,1490.5,670.5,177.1999969482422
4020.0,2451008.0,602.5,12201.0,984.0,500.5,668.5,169.5,1483.5,669.5,172.8000030517578
4021.0,2451008.0,602.5,12201.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4022.0,2451008.0,602.5,12201.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4023.0,2451008.0,602.5,12201.0,990.0,500.5,668.5,169.5,1490.5,668.5,175.0
4024.0,2451008.0,602.5,12201.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4025.0,2451008.0,602.5,12201.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4026.0,2451008.0,602.5,12201.0,990.0,500.5,668.5,169.5,1489.5,669.5,177.1999969482422
4027.0,2451008.0,602.5,12201.0,982.0,501.5,669.5,170.60000610351562,1483.5,669.5,172.8000030517578
4028.0,2451008.0,602.5,12201.0,994.0,500.5,668.5,169.5,1493.5,667.5,172.8000030517578
4029.0,2451209.0,602.6,12202.0,992.01,500.5,668.5,169.5,1492.5,671.5,176.10000610351562
4030.0,2451209.0,602.6,12202.0,986.02,501.5,666.5,175.0,1488.5,672.5,170.60000610351562
4031.0,2451209.0,602.6,12202.0,986.02,501.5,666.5,175.0,1488.5,672.5,170.60000610351562
4032.0,2451209.0,602.6,12202.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4033.0,2451209.0,602.6,12202.0,988.0,500.5,668.5,169.5,1488.5,668.5,175.0
4034.0,2451209.0,602.6,12202.0,986.0,502.5,670.5,171.6999969482422,1488.5,672.5,170.60000610351562
4035.0,2451209.0,602.6,12202.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4036.0,2451209.0,602.6,12202.0,990.01,1489.5,671.5,177.1999969482422,500.5,668.5,169.5
4037.0,2451209.0,602.6,12202.0,992.0,500.5,668.5,169.5,1492.5,668.5,175.0
4038.0,2451209.0,602.6,12202.0,990.0,500.5,668.5,169.5,1490.5,670.5,177.1999969482422
4039.0,2451209.0,602.6,12202.0,988.03,500.5,668.5,169.5,1487.5,675.5,172.8000030517578
4040.0,2451209.0,602.6,12202.0,990.0,500.5,668.5,169.5,1490.5,670.5,177.1999969482422
4041.0,2451410.0,602.6,12203.0,990.0,500.5,668.5,169.5,1490.5,670.5,177.1999969482422
4042.0,2451410.0,602.6,12203.0,990.01,500.5,668.5,169.5,1489.5,671.5,177.1999969482422
4043.0,2451410.0,602.6,12203.0,992.05,501.5,666.5,175.0,1493.5,675.5,172.8000030517578
4044.0,2451410.0,602.6,12203.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4045.0,2451410.0,602.6,12203.0,994.05,500.5,666.5,175.0,1493.5,675.5,172.8000030517578
4046.0,2451410.0,602.6,12203.0,990.01,1489.5,671.5,177.1999969482422,499.5,667.5,168.39999389648438
4047.0,2451410.0,602.6,12203.0,990.01,1489.5,671.5,177.1999969482422,499.5,667.5,168.39999389648438
4048.0,2451410.0,602.6,12203.0,990.0,500.5,668.5,169.5,1489.5,670.5,177.1999969482422
4049.0,2451410.0,602.6,12203.0,986.01,503.5,663.5,172.8000030517578,1490.5,668.5,175.0
4050.0,2451410.0,602.6,12203.0,990.0,500.5,668.5,169.5,1490.5,668.5,175.0
4051.0,2451410.0,602.6,12203.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4052.0,2451410.0,602.6,12203.0,988.02,501.5,666.5,175.0,1489.5,672.5,170.60000610351562
4053.0,2451611.0,602.6,12204.0,990.01,500.5,668.5,169.5,1489.5,672.5,170.60000610351562
4054.0,2451611.0,602.6,12204.0,992.0,500.5,668.5,169.5,1491.5,669.5,175.0
4055.0,2451611.0,602.6,12204.0,990.0,500.5,668.5,169.5,1490.5,670.5,177.1999969482422
4056.0,2451611.0,602.6,12204.0,988.0,501.5,666.5,175.0,1490.5,668.5,175.0
4057.0,2451611.0,602.6,12204.0,988.01,1488.5,672.5,170.60000610351562,500.5,668.5,169.5
4058.0,2451611.0,602.6,12204.0,990.01,500.5,668.5,169.5,1490.5,671.5,177.1999969482422
4059.0,2451611.0,602.6,12204.0,990.0,500.5,668.5,169.5,1489.5,668.5,175.0
4060.0,2451611.0,602.6,12204.0,990.01,500.5,668.5,169.5,1490.5,672.5,176.10000610351562
4061.0,2451611.0,602.6,12204.0,988.02,500.5,666.5,175.0,1488.5,672.5,170.60000610351562
4062.0,2451611.0,602.6,12204.0,990.02,500.5,666.5,175.0,1489.5,671.5,177.1999969482422
4063.0,2451611.0,602.6,12204.0,990.02,500.5,666.5,175.0,1489.5,671.5,177.1999969482422
4064.0,2451611.0,602.6,12204.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4065.0,2451812.0,602.6,12205.0,994.03,500.5,668.5,169.5,1493.5,675.5,172.8000030517578
4066.0,2451812.0,602.6,12205.0,992.0,1491.5,669.5,175.0,499.5,667.5,168.39999389648438
4067.0,2451812.0,602.6,12205.0,988.01,499.5,667.5,168.39999389648438,1488.5,672.5,170.60000610351562
4068.0,2451812.0,602.6,12205.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4069.0,2451812.0,602.6,12205.0,992.0,1491.5,669.5,175.0,500.5,668.5,169.5
4070.0,2451812.0,602.6,12205.0,988.0,1488.5,670.5,177.1999969482422,499.5,667.5,168.39999389648438
4071.0,2451812.0,602.6,12205.0,988.0,1488.5,670.5,177.1999969482422,499.5,667.5,168.39999389648438
4072.0,2451812.0,602.6,12205.0,992.01,500.5,668.5,169.5,1491.5,672.5,175.0
4073.0,2451812.0,602.6,12205.0,992.0,499.5,667.5,168.39999389648438,1492.5,668.5,175.0
4074.0,2451812.0,602.6,12205.0,990.0,1489.5,670.5,177.1999969482422,500.5,668.5,169.5
4075.0,2451812.0,602.6,12205.0,990.0,1489.5,670.5,177.1999969482422,500.5,668.5,169.5
4076.0,2451812.0,602.6,12205.0,990.0,1489.5,670.5,177.1999969482422,500.5,668.5,169.5
4077.0,2452013.0,602.7,12206.0,992.0,500.5,668.5,169.5,1492.5,668.5,173.89999389648438
4078.0,2452013.0,602.7,12206.0,992.03,1490.5,671.5,176.10000610351562,498.5,664.5,173.89999389648438
4079.0,2452013.0,602.7,12206.0,988.02,1490.5,671.5,176.10000610351562,501.5,665.5,175.0
4080.0,2452013.0,602.7,12206.0,988.0,502.5,670.5,171.6999969482422,1490.5,668.5,175.0
4081.0,2452013.0,602.7,12206.0,992.0,500.5,668.5,169.5,1491.5,669.5,175.0
4082.0,2452013.0,602.7,12206.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4083.0,2452013.0,602.7,12206.0,986.0,502.5,670.5,171.6999969482422,1488.5,672.5,170.60000610351562
4084.0,2452013.0,602.7,12206.0,990.0,1489.5,670.5,177.1999969482422,499.5,667.5,168.39999389648438
4085.0,2452013.0,602.7,12206.0,988.01,1488.5,672.5,170.60000610351562,499.5,667.5,168.39999389648438
4086.0,2452013.0,602.7,12206.0,986.01,501.5,666.5,175.0,1488.5,670.5,177.1999969482422
4087.0,2452013.0,602.7,12206.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4088.0,2452013.0,602.7,12206.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4089.0,2452214.0,602.8,12207.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4090.0,2452214.0,602.8,12207.0,990.0,501.5,666.5,175.0,1492.5,668.5,173.89999389648438
4091.0,2452214.0,602.8,12207.0,992.0,499.5,667.5,168.39999389648438,1491.5,668.5,175.0
4092.0,2452214.0,602.8,12207.0,988.01,502.5,666.5,175.0,1489.5,670.5,176.10000610351562
4093.0,2452214.0,602.8,12207.0,990.0,500.5,668.5,169.5,1489.5,670.5,176.10000610351562
4094.0,2452214.0,602.8,12207.0,990.01,500.5,668.5,169.5,1490.5,671.5,176.10000610351562
4095.0,2452214.0,602.8,12207.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4096.0,2452214.0,602.8,12207.0,986.02,1491.5,671.5,177.1999969482422,505.5,665.5,175.0
4097.0,2452214.0,602.8,12207.0,986.02,501.5,666.5,175.0,1488.5,672.5,170.60000610351562
4098.0,2452214.0,602.8,12207.0,988.03,1489.5,671.5,177.1999969482422,501.5,664.5,172.8000030517578
4099.0,2452214.0,602.8,12207.0,988.02,501.5,666.5,175.0,1489.5,671.5,177.1999969482422
4100.0,2452214.0,602.8,12207.0,990.01,500.5,668.5,169.5,1490.5,672.5,176.10000610351562
4101.0,2452415.0,602.8,12208.0,990.01,500.5,668.5,169.5,1490.5,672.5,176.10000610351562
4102.0,2452415.0,602.8,12208.0,990.05,501.5,666.5,175.0,1491.5,675.5,172.8000030517578
4103.0,2452415.0,602.8,12208.0,988.02,501.5,666.5,175.0,1490.5,672.5,176.10000610351562
4104.0,2452415.0,602.8,12208.0,988.02,501.5,666.5,175.0,1490.5,671.5,176.10000610351562
4105.0,2452415.0,602.8,12208.0,990.05,501.5,666.5,175.0,1491.5,675.5,172.8000030517578
4106.0,2452415.0,602.8,12208.0,988.02,501.5,666.5,175.0,1490.5,671.5,176.10000610351562
4107.0,2452415.0,602.8,12208.0,988.02,501.5,666.5,175.0,1490.5,671.5,176.10000610351562
4108.0,2452415.0,602.8,12208.0,990.0,500.5,668.5,169.5,1490.5,669.5,175.0
4109.0,2452415.0,602.8,12208.0,990.0,500.5,668.5,169.5,1490.5,668.5,175.0
4110.0,2452415.0,602.8,12208.0,988.0,500.5,668.5,169.5,1488.5,670.5,176.10000610351562
4111.0,2452415.0,602.8,12208.0,988.0,500.5,668.5,169.5,1488.5,670.5,176.10000610351562
4112.0,2452415.0,602.8,12208.0,986.0,500.5,668.5,169.5,1486.5,669.5,175.0
4113.0,2452619.0,602.8,12209.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4114.0,2452619.0,602.8,12209.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4115.0,2452619.0,602.8,12209.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4116.0,2452619.0,602.8,12209.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4117.0,2452619.0,602.8,12209.0,986.02,501.5,666.5,175.0,1488.5,672.5,170.60000610351562
4118.0,2452619.0,602.8,12209.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4119.0,2452619.0,602.8,12209.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4120.0,2452619.0,602.8,12209.0,994.03,500.5,668.5,169.5,1493.5,675.5,172.8000030517578
4121.0,2452619.0,602.8,12209.0,990.01,1490.5,671.5,176.10000610351562,500.5,668.5,169.5
4122.0,2452619.0,602.8,12209.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4123.0,2452619.0,602.8,12209.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4124.0,2452619.0,602.8,12209.0,988.01,1488.5,672.5,170.60000610351562,500.5,668.5,169.5
4125.0,2452819.0,602.9,12210.0,990.01,1489.5,671.5,176.10000610351562,499.5,667.5,168.39999389648438
4126.0,2452819.0,602.9,12210.0,988.01,499.5,667.5,168.39999389648438,1488.5,672.5,170.60000610351562
4127.0,2452819.0,602.9,12210.0,988.01,499.5,667.5,168.39999389648438,1488.5,672.5,170.60000610351562
4128.0,2452819.0,602.9,12210.0,988.02,501.5,666.5,175.0,1489.5,671.5,176.10000610351562
4129.0,2452819.0,602.9,12210.0,992.01,499.5,667.5,168.39999389648438,1491.5,671.5,176.10000610351562
4130.0,2452819.0,602.9,12210.0,990.01,500.5,668.5,169.5,1489.5,671.5,177.1999969482422
4131.0,2452819.0,602.9,12210.0,990.01,499.5,667.5,168.39999389648438,1489.5,671.5,177.1999969482422
4132.0,2452819.0,602.9,12210.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4133.0,2452819.0,602.9,12210.0,990.0,500.5,668.5,169.5,1489.5,670.5,177.1999969482422
4134.0,2452819.0,602.9,12210.0,990.0,500.5,668.5,169.5,1489.5,670.5,177.1999969482422
4135.0,2452819.0,602.9,12210.0,990.0,500.5,668.5,169.5,1489.5,670.5,177.1999969482422
4136.0,2452819.0,602.9,12210.0,988.0,501.5,669.5,170.60000610351562,1489.5,670.5,177.1999969482422
4137.0,2453020.0,602.9,12211.0,990.01,500.5,668.5,169.5,1489.5,671.5,176.10000610351562
4138.0,2453020.0,602.9,12211.0,990.0,500.5,668.5,169.5,1490.5,668.5,175.0
4139.0,2453020.0,602.9,12211.0,990.0,500.5,668.5,169.5,1490.5,668.5,175.0
4140.0,2453020.0,602.9,12211.0,990.0,500.5,668.5,169.5,1489.5,670.5,177.1999969482422
4141.0,2453020.0,602.9,12211.0,986.02,500.5,668.5,169.5,1486.5,674.5,172.8000030517578
4142.0,2453020.0,602.9,12211.0,990.0,500.5,668.5,169.5,1489.5,669.5,177.1999969482422
4143.0,2453020.0,602.9,12211.0,990.0,500.5,668.5,169.5,1489.5,669.5,177.1999969482422
4144.0,2453020.0,602.9,12211.0,988.0,501.5,669.5,170.60000610351562,1489.5,669.5,177.1999969482422
4145.0,2453020.0,602.9,12211.0,986.0,501.5,669.5,170.60000610351562,1488.5,672.5,170.60000610351562
4146.0,2453020.0,602.9,12211.0,988.01,1488.5,672.5,170.60000610351562,499.5,667.5,168.39999389648438
4147.0,2453020.0,602.9,12211.0,990.01,501.5,666.5,175.0,1491.5,670.5,177.1999969482422
4148.0,2453020.0,602.9,12211.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4149.0,2453020.0,602.9,12211.0,992.01,500.5,668.5,169.5,1491.5,672.5,175.0
4150.0,2453223.0,602.9,12212.0,988.01,501.5,666.5,175.0,1489.5,670.5,177.1999969482422
4151.0,2453223.0,602.9,12212.0,988.02,501.5,666.5,175.0,1489.5,671.5,177.1999969482422
4152.0,2453223.0,602.9,12212.0,988.01,501.5,666.5,175.0,1489.5,670.5,177.1999969482422
4153.0,2453223.0,602.9,12212.0,990.01,500.5,666.5,175.0,1489.5,670.5,177.1999969482422
4154.0,2453223.0,602.9,12212.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4155.0,2453223.0,602.9,12212.0,986.01,502.5,666.5,175.0,1488.5,670.5,177.1999969482422
4156.0,2453223.0,602.9,12212.0,988.0,499.5,667.5,168.39999389648438,1488.5,670.5,177.1999969482422
4157.0,2453223.0,602.9,12212.0,986.02,502.5,664.5,172.8000030517578,1488.5,670.5,177.1999969482422
4158.0,2453223.0,602.9,12212.0,988.01,502.5,664.5,172.8000030517578,1489.5,668.5,175.0
4159.0,2453223.0,602.9,12212.0,988.01,502.5,664.5,172.8000030517578,1489.5,668.5,175.0
4160.0,2453223.0,602.9,12212.0,986.02,502.5,664.5,172.8000030517578,1488.5,670.5,177.1999969482422
4161.0,2453223.0,602.9,12212.0,988.0,501.5,666.5,175.0,1489.5,668.5,175.0
4162.0,2453425.0,603.0,12213.0,988.02,1489.5,670.5,177.1999969482422,502.5,664.5,172.8000030517578
4163.0,2453425.0,603.0,12213.0,990.02,1489.5,670.5,177.1999969482422,500.5,663.5,172.8000030517578
4164.0,2453425.0,603.0,12213.0,992.05,501.5,666.5,175.0,1493.5,675.5,172.8000030517578
4165.0,2453425.0,603.0,12213.0,988.0,501.5,666.5,175.0,1490.5,668.5,175.0
4166.0,2453425.0,603.0,12213.0,988.02,500.5,666.5,175.0,1488.5,672.5,170.60000610351562
4167.0,2453425.0,603.0,12213.0,988.02,500.5,666.5,175.0,1488.5,672.5,170.60000610351562
4168.0,2453425.0,603.0,12213.0,990.0,500.5,668.5,169.5,1490.5,668.5,175.0
4169.0,2453425.0,603.0,12213.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4170.0,2453425.0,603.0,12213.0,984.02,504.5,666.5,173.89999389648438,1488.5,672.5,170.60000610351562
4171.0,2453425.0,603.0,12213.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4172.0,2453425.0,603.0,12213.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4173.0,2453425.0,603.0,12213.0,990.0,500.5,668.5,169.5,1490.5,668.5,175.0
4174.0,2453626.0,603.0,12214.0,990.0,500.5,668.5,169.5,1490.5,668.5,175.0
4175.0,2453626.0,603.0,12214.0,990.0,500.5,668.5,169.5,1490.5,668.5,175.0
4176.0,2453626.0,603.0,12214.0,990.0,1489.5,670.5,177.1999969482422,500.5,668.5,169.5
4177.0,2453626.0,603.0,12214.0,990.02,500.5,666.5,175.0,1490.5,672.5,176.10000610351562
4178.0,2453626.0,603.0,12214.0,988.03,502.5,664.5,172.8000030517578,1490.5,672.5,176.10000610351562
4179.0,2453626.0,603.0,12214.0,988.02,501.5,666.5,175.0,1490.5,672.5,176.10000610351562
4180.0,2453626.0,603.0,12214.0,986.05,502.5,664.5,172.8000030517578,1488.5,674.5,172.8000030517578
4181.0,2453626.0,603.0,12214.0,986.05,502.5,664.5,172.8000030517578,1488.5,674.5,172.8000030517578
4182.0,2453626.0,603.0,12214.0,988.02,501.5,666.5,175.0,1490.5,672.5,176.10000610351562
4183.0,2453626.0,603.0,12214.0,984.02,1488.5,670.5,177.1999969482422,503.5,663.5,172.8000030517578
4184.0,2453626.0,603.0,12214.0,990.01,499.5,667.5,168.39999389648438,1490.5,672.5,176.10000610351562
4185.0,2453626.0,603.0,12214.0,990.01,499.5,667.5,168.39999389648438,1490.5,672.5,176.10000610351562
4186.0,2453828.0,603.0,12215.0,990.0,500.5,668.5,169.5,1489.5,670.5,177.1999969482422
4187.0,2453828.0,603.0,12215.0,988.01,501.5,666.5,175.0,1489.5,670.5,177.1999969482422
4188.0,2453828.0,603.0,12215.0,986.01,501.5,666.5,175.0,1488.5,670.5,176.10000610351562
4189.0,2453828.0,603.0,12215.0,986.01,501.5,666.5,175.0,1488.5,670.5,177.1999969482422
4190.0,2453828.0,603.0,12215.0,988.01,501.5,666.5,175.0,1490.5,670.5,177.1999969482422
4191.0,2453828.0,603.0,12215.0,988.01,501.5,666.5,175.0,1490.5,670.5,177.1999969482422
4192.0,2453828.0,603.0,12215.0,986.02,503.5,664.5,172.8000030517578,1490.5,670.5,177.1999969482422
4193.0,2453828.0,603.0,12215.0,988.02,500.5,668.5,169.5,1487.5,674.5,172.8000030517578
4194.0,2453828.0,603.0,12215.0,988.01,501.5,666.5,175.0,1490.5,670.5,177.1999969482422
4195.0,2453828.0,603.0,12215.0,988.01,501.5,666.5,175.0,1490.5,670.5,177.1999969482422
4196.0,2453828.0,603.0,12215.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4197.0,2453828.0,603.0,12215.0,992.0,500.5,668.5,169.5,1491.5,670.5,177.1999969482422
4198.0,2454031.0,603.0,12216.0,990.0,500.5,668.5,169.5,1490.5,670.5,177.1999969482422
4199.0,2454031.0,603.0,12216.0,990.0,500.5,668.5,169.5,1490.5,670.5,177.1999969482422
4200.0,2454031.0,603.0,12216.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4201.0,2454031.0,603.0,12216.0,990.02,500.5,666.5,175.0,1489.5,671.5,177.1999969482422
4202.0,2454031.0,603.0,12216.0,992.0,500.5,668.5,169.5,1491.5,670.5,177.1999969482422
4203.0,2454031.0,603.0,12216.0,992.0,500.5,668.5,169.5,1491.5,670.5,177.1999969482422
4204.0,2454031.0,603.0,12216.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4205.0,2454031.0,603.0,12216.0,984.03,503.5,663.5,172.8000030517578,1488.5,672.5,170.60000610351562
4206.0,2454031.0,603.0,12216.0,990.0,499.5,667.5,168.39999389648438,1490.5,670.5,177.1999969482422
4207.0,2454031.0,603.0,12216.0,990.0,499.5,667.5,168.39999389648438,1489.5,668.5,175.0
4208.0,2454031.0,603.0,12216.0,992.01,500.5,668.5,169.5,1491.5,671.5,176.10000610351562
4209.0,2454031.0,603.0,12216.0,992.01,499.5,667.5,168.39999389648438,1491.5,671.5,176.10000610351562
4210.0,2454236.0,603.1,12217.0,988.05,501.5,666.5,175.0,1489.5,675.5,172.8000030517578
4211.0,2454236.0,603.1,12217.0,988.02,501.5,667.5,168.39999389648438,1489.5,673.5,170.60000610351562
4212.0,2454236.0,603.1,12217.0,986.07,503.5,663.5,172.8000030517578,1489.5,675.5,172.8000030517578
4213.0,2454236.0,603.1,12217.0,984.03,503.5,664.5,172.8000030517578,1487.5,671.5,177.1999969482422
4214.0,2454236.0,603.1,12217.0,988.05,501.5,666.5,175.0,1489.5,675.5,172.8000030517578
4215.0,2454236.0,603.1,12217.0,990.0,502.5,666.5,175.0,1492.5,668.5,173.89999389648438
4216.0,2454236.0,603.1,12217.0,988.02,500.5,668.5,169.5,1488.5,673.5,170.60000610351562
4217.0,2454236.0,603.1,12217.0,988.02,500.5,668.5,169.5,1488.5,673.5,170.60000610351562
4218.0,2454236.0,603.1,12217.0,990.05,500.5,666.5,175.0,1490.5,675.5,172.8000030517578
4219.0,2454236.0,603.1,12217.0,990.05,500.5,666.5,175.0,1490.5,675.5,172.8000030517578
4220.0,2454236.0,603.1,12217.0,988.03,1488.5,675.5,172.8000030517578,499.5,667.5,168.39999389648438
4221.0,2454236.0,603.1,12217.0,990.02,499.5,667.5,168.39999389648438,1489.5,673.5,170.60000610351562
4222.0,2454437.0,603.1,12218.0,990.02,1491.5,675.5,172.8000030517578,501.5,669.5,170.60000610351562
4223.0,2454437.0,603.1,12218.0,988.0,1489.5,671.5,177.1999969482422,501.5,669.5,170.60000610351562
4224.0,2454437.0,603.1,12218.0,988.03,500.5,668.5,169.5,1487.5,675.5,172.8000030517578
4225.0,2454437.0,603.1,12218.0,990.02,500.5,668.5,169.5,1489.5,673.5,170.60000610351562
4226.0,2454437.0,603.1,12218.0,990.02,500.5,666.5,175.0,1489.5,671.5,176.10000610351562
4227.0,2454437.0,603.1,12218.0,990.02,500.5,666.5,175.0,1489.5,671.5,176.10000610351562
4228.0,2454437.0,603.1,12218.0,990.02,500.5,666.5,175.0,1489.5,671.5,177.1999969482422
4229.0,2454437.0,603.1,12218.0,992.05,500.5,666.5,175.0,1491.5,675.5,172.8000030517578
4230.0,2454437.0,603.1,12218.0,988.01,500.5,666.5,175.0,1488.5,670.5,177.1999969482422
4231.0,2454437.0,603.1,12218.0,988.0,500.5,668.5,169.5,1487.5,668.5,175.0
4232.0,2454437.0,603.1,12218.0,990.01,500.5,666.5,175.0,1489.5,670.5,176.10000610351562
4233.0,2454437.0,603.1,12218.0,986.02,502.5,670.5,171.6999969482422,1488.5,675.5,172.8000030517578
4234.0,2454437.0,603.1,12218.0,990.01,500.5,668.5,169.5,1489.5,671.5,176.10000610351562
4235.0,2454639.0,603.2,12219.0,984.01,1489.5,670.5,177.1999969482422,505.5,665.5,175.0
4236.0,2454639.0,603.2,12219.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4237.0,2454639.0,603.2,12219.0,988.0,501.5,669.5,170.60000610351562,1490.5,669.5,175.0
4238.0,2454639.0,603.2,12219.0,990.02,500.5,668.5,169.5,1489.5,673.5,170.60000610351562
4239.0,2454639.0,603.2,12219.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4240.0,2454639.0,603.2,12219.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4241.0,2454639.0,603.2,12219.0,988.01,500.5,668.5,169.5,1488.5,672.5,170.60000610351562
4242.0,2454639.0,603.2,12219.0,982.0,1483.5,669.5,172.8000030517578,501.5,669.5,170.60000610351562
4243.0,2454639.0,603.2,12219.0,986.0,1488.5,672.5,170.60000610351562,501.5,669.5,170.60000610351562
4244.0,2454639.0,603.2,12219.0,984.0,505.5,665.5,175.0,1490.5,668.5,175.0
4245.0,2454639.0,603.2,12219.0,988.0,500.5,668.5,169.5,1488.5,670.5,177.1999969482422
4246.0,2454639.0,603.2,12219.0,988.01,501.5,667.5,168.39999389648438,1489.5,671.5,176.10000610351562
4247.0,2454841.0,603.2,12220.0,992.0,500.5,668.5,169.5,1491.5,668.5,175.0
4248.0,2454841.0,603.2,12220.0,990.0,500.5,668.5,169.5,1489.5,668.5,175.0
4249.0,2454841.0,603.2,12220.0,990.01,501.5,666.5,175.0,1491.5,670.5,177.1999969482422
4250.0,2454841.0,603.2,12220.0,990.0,1489.5,670.5,177.1999969482422,500.5,668.5,169.5
4251.0,2454841.0,603.2,12220.0,990.01,1490.5,671.5,176.10000610351562,500.5,668.5,169.5
4252.0,2454841.0,603.2,12220.0,986.0,501.5,669.5,170.60000610351562,1488.5,670.5,177.1999969482422
4253.0,2454841.0,603.2,12220.0,986.0,501.5,669.5,170.60000610351562,1488.5,672.5,170.60000610351562
4254.0,2454841.0,603.2,12220.0,988.0,501.5,667.5,168.39999389648438,1489.5,670.5,176.10000610351562
4255.0,2454841.0,603.2,12220.0,988.0,501.5,667.5,168.39999389648438,1489.5,670.5,176.10000610351562
4256.0,2454841.0,603.2,12220.0,988.02,501.5,663.5,172.8000030517578,1489.5,670.5,176.10000610351562
4257.0,2454841.0,603.2,12220.0,988.01,502.5,666.5,175.0,1489.5,670.5,177.1999969482422
4258.0,2454841.0,603.2,12220.0,990.0,500.5,668.5,169.5,1489.5,670.5,176.10000610351562
4259.0,2455044.0,603.2,12221.0,990.01,500.5,666.5,175.0,1489.5,670.5,176.10000610351562
4260.0,2455044.0,603.2,12221.0,990.0,501.5,669.5,170.60000610351562,1492.5,668.5,175.0
4261.0,2455044.0,603.2,12221.0,988.0,501.5,669.5,170.60000610351562,1489.5,670.5,176.10000610351562
4262.0,2455044.0,603.2,12221.0,990.0,500.5,668.5,169.5,1489.5,670.5,177.1999969482422
4263.0,2455044.0,603.2,12221.0,990.01,500.5,668.5,169.5,1490.5,672.5,170.60000610351562
4264.0,2455044.0,603.2,12221.0,984.02,505.5,665.5,175.0,1490.5,672.5,170.60000610351562
4265.0,2455044.0,603.2,12221.0,982.02,505.5,665.5,175.0,1488.5,672.5,170.60000610351562
