DISTANCE_MA5,TEMPERATURE_MA5,TIME_MA5,RETRACAO_MA5
999.11525,562.15,-835.83483,1.02164
998.71007,562.26,-429.59575,1.02288
998.12996,562.37,-70.90415,1.02467
997.29121,562.49,267.76745,1.02726
996.59709,562.61,586.41905,1.0294
995.97067,562.73,905.07065,1.03134
995.41078,562.85,1193.69226,1.03309
995.05617,562.97,1473.13804,1.03418
994.30308,563.1,1753.41798,1.03652
993.64417,563.23,2043.70792,1.03859
992.753,563.36,2333.99787,1.04138
992.01021,563.48,2624.28781,1.04371
991.45942,563.6,2914.57775,1.04545
991.05463,563.71,3184.8477,1.04674
990.60254,563.82,3445.10764,1.04817
990.09917,563.93,3715.37759,1.04976
989.841,564.04,3985.64754,1.05058
989.50425,564.15,4245.90748,1.05165
989.22758,564.25,4506.16743,1.05253
989.1895,564.35,4766.42738,1.05266
989.00108,564.45,5036.69733,1.05326
988.71488,564.55,5306.96727,1.05418
988.48854,564.65,5567.22722,1.05489
988.5885,564.75,5837.49717,1.05457
988.39383,564.85,6137.79711,1.0552
988.29138,564.95,6448.10704,1.05553
988.04912,565.05,6758.41698,1.05631
987.91617,565.15,7088.74692,1.05673
987.63337,565.25,7439.09685,1.05764
987.31979,565.35,7789.44678,1.05865
987.30524,565.45,8146.47004,1.0587
987.24726,565.55,8520.17663,1.05889
987.21068,565.65,8930.58655,1.05901
987.03186,565.75,9361.01646,1.05958
986.94274,565.85,9791.44638,1.05987
986.88157,565.95,10221.87629,1.06007
986.90151,566.05,10672.3262,1.06
986.88272,566.15,11132.78611,1.06007
987.08843,566.25,11575.72852,1.05941
