DISTANCE_MA5,TEMPERATURE_MA5,TIME_MA5,RETRACAO_MA5
1059.58378,571.85,-3119.78271,1.00285
1059.63778,571.95,-2619.28281,1.00271
1061.58564,572.05,-2129.62707,0.99784
1060.50368,572.15,-1670.8355,1.00101
1059.12648,572.25,-1232.06392,1.00505
1057.24365,572.35,-803.30234,1.01064
1054.63611,572.45,-399.56575,1.01837
1051.70948,572.55,-10.84416,1.0271
1047.9916,572.65,357.85743,1.03826
1044.28743,572.75,716.54902,1.04949
1040.48198,572.85,1065.23062,1.06104
1036.81682,572.95,1383.88222,1.0722
1031.29925,573.05,1693.358,1.08806
1028.98558,573.15,2003.66793,1.09528
1026.38642,573.25,2313.97787,1.10351
1024.4585,573.35,2624.28781,1.10966
1022.74097,573.45,2944.60774,1.1152
1021.14297,573.55,3284.94768,1.1204
1020.03256,573.65,3615.27761,1.12407
1019.1141,573.75,3945.60754,1.12711
1018.35093,573.85,4275.93748,1.12965
1017.56796,573.95,4616.27741,1.13225
1016.98321,574.05,4966.62734,1.1342
1016.19946,574.15,5306.96727,1.1368
1015.65585,574.25,5657.3172,1.13863
1015.08764,574.35,6027.68713,1.14054
1014.72438,574.45,6398.05705,1.14175
1014.47821,574.55,6748.40698,1.14259
1014.44679,574.65,7088.74692,1.14269
1014.25117,574.75,7429.08685,1.14335
1013.93017,574.85,7779.43678,1.14444
1013.64043,574.95,8129.78671,1.14542
1013.21326,575.05,8480.13664,1.14687
1012.77481,575.15,8850.50656,1.14836
1012.48164,575.25,9230.88649,1.14937
1011.93843,575.35,9601.25642,1.15123
1011.49489,575.45,9951.60635,1.15274
1011.06501,575.55,10321.97627,1.15421
1010.31176,575.65,10722.37619,1.15678
1009.6371,575.75,11112.76611,1.1591
1009.34418,575.85,11483.13604,1.16011
1008.86537,575.95,11863.51596,1.16175
1008.64795,576.05,12273.92588,1.1625
1008.33608,576.15,12694.3458,1.16358
1008.29473,576.25,13104.75572,1.16372
1008.3574,576.35,13515.16563,1.1635
1008.18173,576.45,13945.59555,1.16411
1008.04469,576.55,14386.03546,1.16459
1008.06063,576.65,14793.10871,1.16453
1008.05151,576.75,15243.55862,1.16457
1007.89434,576.85,15704.01853,1.16511
1008.14828,576.95,16154.46844,1.16423
1008.13811,577.05,16584.89835,1.16427
1008.39394,577.15,17015.32827,1.16338
1008.25421,577.25,17472.45151,1.16387
1008.18651,577.35,17936.24808,1.16411
1008.33639,577.45,18416.72799,1.16359
1008.43883,577.55,18887.19789,1.16323
1008.51231,577.65,19401.04446,1.16298
1008.98285,577.75,19891.53436,1.16135
1008.9996,577.85,20382.02426,1.1613
1008.77406,577.95,20892.53416,1.16208
1008.46781,578.05,21403.04406,1.16314
1008.07206,578.15,21913.55396,1.16451
