DISTANCE_MA5,TEMPERATURE_MA5,TIME_MA5,RETRACAO_MA5
1047.50637,518.65,-16201.01493,0.99587
1047.64522,518.75,-15714.02853,0.99547
1047.74077,518.85,-15176.8253,0.9952
1047.73989,518.95,-14626.27541,0.99521
1047.7361,519.05,-14085.73552,0.99522
1047.83991,519.15,-13545.19563,0.99492
1047.57424,519.25,-12984.63574,0.99567
1047.67071,519.35,-12424.07585,0.9954
1047.76615,519.45,-11903.55596,0.99512
1048.06544,519.55,-11393.04606,0.99427
1048.02323,519.65,-10842.49617,0.99439
1047.84356,519.75,-10321.97627,0.9949
1047.70446,519.85,-9811.46637,0.9953
1047.63833,519.95,-9320.97647,0.99548
1047.71153,520.05,-8830.48657,0.99527
1047.69286,520.15,-8370.02666,0.99532
1047.76061,520.25,-7922.91342,0.99513
1047.61228,520.35,-7502.4935,0.99556
1047.43189,520.45,-7062.05359,0.99607
1047.27606,520.55,-6621.61368,0.99651
1047.22039,520.65,-6211.20376,0.99667
1047.29018,520.75,-5780.77385,0.99647
1047.43643,520.85,-5370.36393,0.99605
1047.54076,520.95,-4969.96401,0.99576
1047.50269,521.05,-4579.57409,0.99586
1047.53611,521.15,-4179.17417,0.99577
1047.75969,521.25,-3805.46757,0.99513
1048.07507,521.35,-3395.05766,0.99423
1048.30762,521.45,-3014.67773,0.99357
1048.33996,521.55,-2654.3178,0.99348
1048.4955,521.66,-2293.95788,0.99304
1048.50129,521.77,-1933.59795,0.99303
1047.56203,521.88,-1584.08218,0.99584
1046.91703,522.0,-1235.40059,0.9977
1046.12362,522.12,-876.70899,0.99999
1045.10812,522.24,-538.03739,1.00293
1043.98891,522.37,-189.3558,1.00617
1042.64291,522.51,149.3158,1.01009
1041.33383,522.65,487.9874,1.0139
1040.16803,522.79,816.649,1.0173
1038.60328,522.92,1125.29061,1.02187
1037.14437,523.05,1413.91222,1.02616
1036.50654,523.18,1693.35799,1.02797
1035.24038,523.3,1973.63794,1.03174
1034.43908,523.42,2243.90788,1.03412
1033.9155,523.55,2504.16783,1.03568
1033.40333,523.67,2764.42778,1.03721
1032.91033,523.79,3024.68773,1.0387
1032.778,523.91,3284.94768,1.0391
1032.43583,524.03,3555.21762,1.04013
1032.29629,524.16,3845.50756,1.04055
1032.13304,524.29,4145.8075,1.04105
1031.86796,524.43,4456.11744,1.04185
1031.80554,524.57,4766.42738,1.04205
1031.56396,524.71,5066.72732,1.04278
1031.14679,524.84,5367.02726,1.04405
1030.77258,524.97,5667.3272,1.04518
1030.58646,525.09,5957.61714,1.04575
1029.97238,525.21,6237.89709,1.04761
1029.73792,525.33,6518.17703,1.04832
1029.31146,525.44,6788.44698,1.04963
1029.14454,525.55,7058.71692,1.05014
1028.76229,525.66,7338.99687,1.05132
1028.39154,525.77,7619.27681,1.05246
1027.98379,525.88,7899.55675,1.05371
1027.62108,525.99,8189.8467,1.05483
1027.34658,526.1,8480.13664,1.05568
1027.07388,526.21,8770.42658,1.05652
1026.87104,526.32,9070.72652,1.05715
1026.5115,526.43,9361.01646,1.05824
1026.44417,526.54,9641.29641,1.05846
1026.25638,526.65,9921.57635,1.05904
1026.36988,526.75,10191.8463,1.05869
1026.26921,526.85,10452.10624,1.059
1026.21838,526.95,10722.37619,1.05916
1026.47036,527.05,11012.66613,1.05839
1026.33161,527.16,11312.96607,1.05882
1026.37921,527.27,11623.27601,1.05867
1026.36017,527.38,11953.60594,1.05873
1026.36133,527.5,12303.95588,1.05873
1026.14304,527.62,12674.3258,1.05941
1025.87679,527.74,13054.70572,1.06023
1025.58417,527.86,13445.09565,1.06114
1025.82437,527.98,13855.50556,1.0604
1025.97554,528.1,14285.93548,1.05993
1025.67443,528.22,14686.3354,1.06086
1025.62676,528.33,15096.74532,1.06101
1025.45125,528.44,15507.15523,1.06156
1025.06946,528.55,15897.54516,1.06275
1024.68029,528.65,16287.93508,1.06395
1024.60533,528.75,16688.335,1.06418
1024.57649,528.85,17098.74492,1.06427
1024.59336,528.96,17539.18483,1.06421
1024.39349,529.07,17999.64474,1.06482
1024.28436,529.18,18450.09465,1.06516
1024.30874,529.29,18920.56455,1.06508
1024.48996,529.4,19397.70779,1.06451
1024.60594,529.51,19881.52436,1.06415
1024.93889,529.63,20422.06425,1.06311
1025.10919,529.76,20992.63414,1.06258
1024.97014,529.89,21573.21402,1.06302
1025.03778,530.02,22180.48723,1.0628
1024.96387,530.14,22751.05712,1.06304
1024.87805,530.26,23331.637,1.06331
1024.54243,530.38,23942.24688,1.06435
1024.3478,530.5,24572.87676,1.06496
1024.0786,530.62,25216.85329,1.0658
1023.92549,530.74,25904.20649,1.06627
1023.67231,530.85,26504.80637,1.06706
1023.50741,530.95,27115.41625,1.06758
1023.7285,531.05,27712.67946,1.06689
