DISTANCE_MA5,TEMPERATURE_MA5,TIME_MA5,RETRACAO_MA5
1038.7737,564.15,-99030.57855,1.01163
1038.76373,564.25,-98570.11864,1.01166
1038.6004,564.35,-98099.64873,1.01214
1038.63196,564.45,-97629.17883,1.01204
1038.57438,564.55,-97168.71892,1.01221
1038.33249,564.65,-96728.27901,1.01292
1038.34713,564.75,-96297.84909,1.01288
1038.23221,564.85,-95877.42918,1.01322
1037.88229,564.95,-95467.01926,1.01424
1037.95764,565.05,-95056.60934,1.01402
1038.03681,565.15,-94666.21942,1.01379
1037.89881,565.25,-94225.77951,1.0142
1037.78597,565.35,-93795.34959,1.01452
1037.62786,565.45,-93374.92968,1.01499
1037.49532,565.55,-92954.50976,1.01538
1037.61761,565.65,-92524.07985,1.01501
1037.56281,565.75,-92093.64993,1.01517
1037.52881,565.85,-91030.58815,1.01527
1037.52167,565.95,-90115.67433,1.01529
1037.37959,566.05,-89302.36199,1.01571
1037.24672,566.15,-88416.47717,1.0161
1037.05661,566.25,-87647.70932,1.01666
1036.87074,566.35,-86779.34199,1.01721
1036.7425,566.45,-86041.10464,1.01759
1036.63839,566.55,-85198.83481,1.0179
1036.41705,566.65,-84347.98498,1.01855
1036.29861,566.75,-83076.71523,1.0189
1036.11564,566.85,-82438.07736,1.01945
1035.97516,566.95,-81651.29152,1.01986
1035.93958,567.05,-80762.9042,1.01997
1035.93794,567.15,-79937.07936,1.01997
1036.06714,567.25,-79004.14755,1.01958
1036.15113,567.35,-78180.82521,1.01934
1036.25348,567.45,-77237.3829,1.01904
1036.4201,567.55,-76417.99306,1.01855
1036.46453,567.65,-75597.17323,1.01841
1036.42868,567.75,-75186.76331,1.01852
1036.26685,567.85,-74796.37339,1.019
1036.22547,567.95,-74415.99347,1.01912
1036.11485,568.05,-74035.61354,1.01945
1035.87443,568.15,-73675.25361,1.02016
1035.51722,568.25,-73324.90368,1.02122
1035.44397,568.35,-72964.54376,1.02143
1035.30293,568.45,-72594.17383,1.02184
1035.02381,568.55,-72223.8039,1.02266
1035.0795,568.65,-71863.44398,1.0225
1034.86888,568.75,-71513.09405,1.02313
1034.99079,568.85,-71162.74412,1.02277
1035.03096,568.95,-70792.37419,1.02265
1034.74779,569.05,-70422.00426,1.0235
1034.69421,569.15,-70041.62434,1.02365
1034.75042,569.25,-69671.25441,1.02349
1034.74917,569.35,-69290.87449,1.02349
1034.65563,569.45,-68910.49456,1.02378
1034.53013,569.55,-68520.10464,1.02416
1034.48488,569.65,-68119.70472,1.02429
1034.50381,569.76,-67689.27481,1.02423
1034.27923,569.87,-67238.8249,1.0249
1034.02501,569.98,-66798.38499,1.02566
1034.09901,570.09,-66337.92508,1.02544
1034.10847,570.2,-65897.48517,1.02541
1034.01673,570.31,-65163.41865,1.02568
1033.77597,570.42,-64370.12631,1.0264
1033.5985,570.53,-63684.44144,1.02693
1033.38831,570.64,-62968.01159,1.02755
1032.98417,570.75,-62304.49172,1.02877
1032.55727,570.85,-61363.55191,1.03005
1032.32235,570.95,-60422.61209,1.03076
1032.19485,571.05,-59461.65229,1.03114
1031.85965,571.15,-58510.70248,1.03215
1031.38748,571.25,-57529.72267,1.03357
1031.0548,571.35,-56829.02281,1.03457
1030.85998,571.45,-56180.87544,1.03516
1030.74828,571.55,-55415.11059,1.03549
1030.60397,571.65,-54720.13073,1.03592
1030.64358,571.75,-53962.23089,1.0358
1030.68825,571.85,-53501.77098,1.03566
1030.80775,571.95,-53051.32107,1.03529
1030.71767,572.06,-52610.88116,1.03556
1030.84429,572.17,-52170.44124,1.03517
1031.14125,572.28,-51750.02133,1.03427
1031.43883,572.39,-51322.92808,1.03337
1031.50729,572.5,-50912.51816,1.03316
1031.20404,572.61,-50532.13824,1.03407
1031.23563,572.72,-50111.71832,1.03398
1031.1099,572.83,-49711.3184,1.03436
1031.1429,572.94,-49330.93848,1.03425
1030.97899,573.05,-48950.55855,1.03474
1030.819,573.15,-48580.18863,1.03523
1030.75396,573.25,-48219.8287,1.03542
1030.40933,573.35,-47849.45877,1.03646
1030.08417,573.45,-47479.08885,1.03744
1029.839,573.55,-47118.72892,1.03818
1029.83864,573.65,-46738.349,1.03819
1029.81872,573.75,-46337.94908,1.03825
1029.58826,573.85,-45957.56915,1.03895
1029.26883,573.95,-45547.15923,1.03992
1029.05511,574.06,-45116.72932,1.04058
1028.91949,574.17,-44686.29941,1.04099
1028.66478,574.28,-44265.87949,1.04177
1028.6604,574.39,-43835.44958,1.04178
1028.54449,574.5,-43384.99967,1.04214
1028.47399,574.61,-42964.57975,1.04235
1028.41497,574.72,-42534.14984,1.04253
1027.99369,574.83,-42113.72992,1.04382
1027.88588,574.94,-41653.27001,1.04415
1027.88035,575.06,-41192.8101,1.04417
1027.80724,575.17,-40752.37019,1.04439
1027.84078,575.28,-40301.92028,1.04429
1027.64403,575.39,-39831.45038,1.04489
1027.3825,575.5,-39370.99047,1.04569
1027.39017,575.61,-38930.55056,1.04568
1027.28725,575.72,-38450.07065,1.04599
1027.07633,575.83,-37969.59075,1.04664
1027.04438,575.94,-37479.10085,1.04673
1026.79287,576.05,-36988.61094,1.0475
1026.66799,576.15,-36518.14104,1.04788
1026.54171,576.25,-35986.18114,1.04827
1026.18269,576.35,-35425.62126,1.04936
1026.10135,576.45,-34835.03137,1.04961
1026.06551,576.55,-34244.44149,1.04972
1025.70638,576.65,-33653.85161,1.05082
1025.45553,576.75,-33043.24173,1.05158
1025.3989,576.85,-32368.56787,1.05176
1025.3514,576.95,-31717.918,1.0519
1025.16474,577.05,-31037.23813,1.05248
1025.06532,577.15,-30356.55827,1.05279
1024.86785,577.25,-29737.36839,1.0534
1024.66304,577.35,-29156.78851,1.05403
1024.46275,577.45,-28616.24862,1.05465
1024.14138,577.55,-28075.70872,1.05564
1024.14533,577.65,-27535.16883,1.05562
1024.02506,577.75,-27014.64894,1.05599
1023.90244,577.85,-26568.20303,1.05637
1023.71642,577.95,-26117.75312,1.05694
1023.8604,578.05,-25707.3432,1.05649
1023.67361,578.15,-25296.93328,1.05707
1023.59261,578.25,-24906.54336,1.05732
1023.64354,578.35,-24516.15344,1.05717
1023.56013,578.45,-24115.75352,1.05743
1023.44696,578.55,-23705.3436,1.05779
1023.13125,578.65,-23284.92368,1.05877
1023.01896,578.75,-22844.48377,1.05911
1022.74542,578.85,-22384.02386,1.05997
1022.74131,578.95,-21913.55396,1.05998
1022.75594,579.05,-21453.09405,1.05994
1022.7904,579.15,-20982.62414,1.05983
1022.77729,579.25,-20462.10425,1.05986
1022.46227,579.35,-19843.98687,1.06084
1022.12746,579.45,-19213.35699,1.06189
1022.01693,579.55,-18496.64114,1.06224
1021.88333,579.65,-17745.89129,1.06266
1021.53275,579.75,-17015.16143,1.06375
1021.33244,579.85,-16304.45158,1.06438
1020.92632,579.95,-15547.69573,1.06565
1020.57423,580.05,-14867.01586,1.06675
1020.16719,580.15,-14106.25601,1.06803
1019.83341,580.25,-13345.49617,1.06907
1019.75558,580.35,-12655.64047,1.06932
1019.65672,580.45,-11896.70062,1.06963
1019.34601,580.55,-11141.94677,1.07061
1019.1122,580.65,-10421.22692,1.07135
1019.01403,580.75,-9700.50706,1.07166
1018.77101,580.85,-8969.77721,1.07243
1018.65652,580.95,-8265.07335,1.07279
1018.36002,581.05,-7474.28351,1.07372
1017.9743,581.15,-6763.57365,1.07495
1017.60677,581.25,-6082.89378,1.07611
1017.21491,581.35,-5428.90725,1.07736
1016.90972,581.45,-4846.50737,1.07833
1016.66512,581.55,-4325.98747,1.07911
1016.31131,581.66,-3795.45758,1.08023
1015.43635,581.77,-3254.91768,1.08311
1014.61023,581.88,-2744.40779,1.08589
1013.93287,582.0,-2234.73205,1.08819
1012.38237,582.12,-1745.91048,1.09332
1010.24251,582.24,-1267.09891,1.10048
1006.75313,582.36,-778.27734,1.11247
1002.42838,582.48,-279.44578,1.12758
999.1954,582.6,189.3558,1.13867
995.86996,582.72,628.12737,1.15012
991.75504,582.84,1046.87896,1.16456
988.16681,582.96,1465.63054,1.17721
982.96604,583.08,1924.42212,1.19612
977.45833,583.19,2364.02786,1.21608
972.72558,583.3,2814.47777,1.23363
968.82488,583.41,3264.92768,1.24836
965.8649,583.52,3730.39259,1.25992
963.63084,583.63,4204.19916,1.26884
960.25276,583.74,4704.69906,1.28199
956.92859,583.85,5205.19896,1.29497
954.37926,583.95,5715.70886,1.30511
952.1612,584.05,6226.21876,1.31384
951.51555,584.15,6716.70866,1.31653
950.99597,584.25,7197.18856,1.31869
950.2751,584.35,7687.67846,1.32169
949.42744,584.45,8188.17836,1.32521
949.24746,584.55,8673.66327,1.32599
948.81351,584.65,9140.79651,1.32782
948.23903,584.75,9597.91975,1.33026
947.90394,584.85,10048.36966,1.33169
947.47672,584.95,10518.83956,1.33351
946.73709,585.05,10999.31947,1.33662
946.66055,585.15,11469.78937,1.33694
945.76415,585.25,11940.25928,1.34068
945.13397,585.35,12410.72919,1.34334
944.4948,585.45,12871.18909,1.34605
943.80255,585.55,13361.679,1.34898
943.23588,585.65,13938.25488,1.35142
942.89472,585.75,14505.4881,1.3529
942.33651,585.85,15136.11798,1.35529
942.12515,585.95,15746.72785,1.35619
941.61215,586.05,16327.30774,1.35837
940.93396,586.15,16927.90762,1.36124
940.71074,586.25,17528.5075,1.3622
941.53036,586.35,18099.07738,1.35879
941.63449,586.45,18679.65727,1.35835
941.17274,586.55,19230.20716,1.36033
940.93107,586.65,19684.66107,1.36138
940.88058,586.75,20161.8043,1.36163
940.72103,586.85,20602.24422,1.36232
940.53598,586.95,21042.68413,1.36314
940.33791,587.05,21513.15403,1.36401
939.88266,587.15,21993.63394,1.36597
939.86826,587.25,22509.14884,1.36606
939.40851,587.35,23029.66873,1.36798
939.38701,587.45,23580.21862,1.3681
939.88624,587.55,24160.79851,1.36598
940.03194,587.65,24761.39839,1.36536
939.61722,587.75,25331.96827,1.36717
939.51651,587.85,25902.53816,1.36763
939.13354,587.95,26513.14804,1.36932
939.10944,588.05,27133.76791,1.36944
938.76091,588.15,27739.37279,1.37097
938.21172,588.25,28324.95767,1.37337
937.33924,588.35,28945.57755,1.37712
936.71682,588.45,29556.18743,1.37981
935.88235,588.55,30116.74732,1.38341
935.3392,588.65,30682.3122,1.3858
935.11592,588.75,31272.06792,1.3868
