READ_NUMBER	READ_TIMER	READ_INTERVAL	READ_EXT_TEMP	READ_INT_TEMP	READ_CURRENT	READ_VOLTAGE	READ_HEAT	READ_POWER	READ_ON
5454	1087920	201	32.6	366.3	0.005050	400.661590	14.78	2.0234	1
5455	1088120	200	32.6	366.3	0.005100	400.655883	14.78	2.0434	1
5456	1088321	201	32.5	366.4	0.005075	400.299804	14.78	2.0316	1
5457	1088522	201	32.6	366.4	0.005050	400.542205	14.78	2.0228	1
5458	1088727	205	32.6	366.5	0.004238	400.483551	14.78	1.6971	1
5459	1088927	200	32.6	366.5	0.004175	400.493011	14.78	1.6721	1
5460	1089131	204	32.6	366.6	0.004450	400.498687	15.78	1.7823	1
5461	1089332	201	32.6	366.6	0.004588	400.500579	15.78	1.8374	1
5462	1089532	200	32.6	366.7	0.004738	400.449401	15.78	1.8972	1
5463	1089733	201	32.6	366.8	0.004888	400.508148	15.78	1.9575	1
5464	1089934	201	32.6	366.8	0.004938	400.460815	15.78	1.9773	1
5465	1090135	201	32.6	366.8	0.004963	400.561187	15.78	1.9878	1
5466	1090335	200	32.6	366.9	0.005075	400.621795	15.78	2.0332	1
5467	1090536	201	32.6	366.9	0.005013	400.566864	15.78	2.0079	1
5468	1090740	204	32.6	367.0	0.004613	400.417266	15.78	1.8470	1
5469	1090940	200	32.6	367.0	0.004538	400.534729	15.78	1.8175	1
5470	1091141	201	32.6	367.1	0.004400	400.542236	16.52	1.7624	1
5471	1091342	201	32.6	367.2	0.004288	400.523345	16.52	1.7173	1
5472	1091543	201	32.6	367.2	0.004225	400.540374	16.52	1.6923	1
5473	1091743	200	32.5	367.2	0.004200	400.462707	16.52	1.6820	1
5474	1091944	201	32.6	367.3	0.004225	400.638824	16.52	1.6928	1
5475	1092145	201	32.6	367.5	0.004275	400.703247	16.52	1.7131	1
5476	1092348	203	32.6	367.5	0.004738	400.496765	16.52	1.8974	1
5477	1092549	201	32.6	367.5	0.004900	400.532775	16.52	1.9627	1
5478	1092750	201	32.6	367.5	0.004975	400.542236	16.52	1.9928	1
5479	1092951	201	32.6	367.5	0.005025	400.455139	16.52	2.0123	1
5480	1093151	200	32.6	367.6	0.005088	400.555511	14.04	2.0379	1
5481	1093352	201	32.6	367.7	0.005050	400.305511	14.04	2.0216	1
5482	1093553	201	32.6	367.7	0.005013	400.559295	14.04	2.0079	1
5483	1093755	202	32.6	367.8	0.004463	400.566864	14.04	1.7876	1
5484	1093956	201	32.6	367.8	0.004350	400.638824	14.04	1.7428	1
5485	1094157	201	32.6	367.8	0.004275	400.373687	14.04	1.7116	1
5486	1094383	226	32.6	367.9	0.005100	400.612274	14.04	2.0432	1
5487	1094584	201	32.6	368.0	0.005075	400.525238	14.04	2.0327	1
5488	1094785	201	32.6	368.1	0.005063	400.413482	14.04	2.0272	1
5489	1094985	200	32.6	368.1	0.004950	400.604736	14.04	1.9831	1
5490	1095186	201	32.6	368.1	0.004838	400.693756	16.53	1.9384	1
5491	1095390	204	32.6	368.2	0.004275	400.595245	16.53	1.7126	1
5492	1095590	200	32.6	368.3	0.004200	400.371795	16.53	1.6816	1
5493	1095791	201	32.6	368.3	0.004188	400.599029	16.53	1.6776	1
5494	1095992	201	32.6	368.3	0.004175	400.589599	16.53	1.6725	1
5495	1096193	201	32.6	368.4	0.004263	400.663452	16.53	1.7079	1
5496	1096393	200	32.6	368.4	0.004325	400.642608	16.53	1.7328	1
5497	1096594	201	32.7	368.5	0.004463	400.665313	16.53	1.7880	1
5498	1096800	206	32.6	368.5	0.005075	400.671020	16.53	2.0335	1
5499	1097020	220	32.6	368.6	0.004525	400.635040	16.53	1.8129	1
5500	1097221	201	32.6	368.6	0.004463	400.616119	14.22	1.7878	1
5501	1097421	200	32.7	368.7	0.004363	400.672943	14.22	1.7480	1
5502	1097622	201	32.6	368.7	0.004238	400.746826	14.22	1.6982	1
5503	1097823	201	32.6	368.8	0.004175	400.674835	14.22	1.6729	1
5504	1098023	200	32.6	368.8	0.004150	400.644500	14.22	1.6627	1
5505	1098224	201	32.6	368.9	0.004175	400.635070	14.22	1.6727	1
5506	1098425	201	32.6	368.9	0.004300	400.676727	14.22	1.7230	1
5507	1098629	204	32.6	368.9	0.004813	400.832000	14.22	1.9291	1
5508	1098829	200	32.6	369.0	0.004950	400.680511	14.22	1.9834	1
5509	1099030	201	32.7	369.1	0.005025	400.678588	14.22	2.0135	1
5510	1099231	201	32.6	369.2	0.005063	400.807342	15.71	2.0291	1
5511	1099431	200	32.6	369.2	0.005088	400.642639	15.71	2.0383	1
5512	1099632	201	32.6	369.2	0.005000	400.699401	15.71	2.0036	1
5513	1099833	201	32.7	369.3	0.004963	400.794128	15.71	1.9890	1
5514	1100037	204	32.6	369.3	0.004388	400.680480	15.71	1.7580	1
5515	1100237	200	32.7	369.4	0.004325	400.722167	15.71	1.7332	1
5516	1100438	201	32.6	369.4	0.004238	400.665374	15.71	1.6979	1
5517	1100639	201	32.6	369.5	0.004213	400.695648	15.71	1.6880	1
5518	1100839	200	32.7	369.5	0.004200	400.780883	15.71	1.6833	1
5519	1101039	200	32.6	369.6	0.004213	400.707031	15.71	1.6880	1
5520	1101240	201	32.7	369.7	0.004263	400.807373	15.18	1.7085	1
5521	1101441	201	32.6	369.7	0.004375	400.873687	15.18	1.7539	1
5522	1101644	203	32.6	369.7	0.004925	400.546020	15.18	1.9727	1
5523	1101845	201	32.7	369.8	0.005025	400.782745	15.18	2.0140	1
5524	1102046	201	32.6	369.8	0.005063	400.729736	15.18	2.0288	1
5525	1102246	200	32.7	369.8	0.005088	400.809326	15.18	2.0392	1
5526	1102471	225	32.6	369.9	0.004188	400.714599	15.18	1.6780	1
5527	1102671	200	32.6	370.0	0.004175	400.741119	15.18	1.6731	1
5528	1102872	201	32.6	370.0	0.004225	400.691864	15.18	1.6930	1
5529	1103073	201	32.6	370.0	0.004275	400.758148	15.18	1.7133	1
5530	1103277	204	32.7	370.1	0.004800	400.771362	12.81	1.9238	1
5531	1103477	200	32.7	370.1	0.004913	400.784698	12.81	1.9689	1
5532	1103678	201	32.6	370.2	0.005025	400.790344	12.81	2.0140	1
5533	1103879	201	32.6	370.2	0.005063	400.788391	12.81	2.0291	1
5534	1104079	200	32.6	370.3	0.005075	400.879333	12.81	2.0345	1
5535	1104280	201	32.6	370.3	0.005063	400.775207	12.81	2.0290	1
5536	1104480	200	32.6	370.4	0.005075	400.769531	12.81	2.0340	1
5537	1104680	200	32.6	370.4	0.004950	400.610412	12.81	1.9831	1
5538	1104889	209	32.6	370.5	0.004300	400.868041	12.81	1.7238	1
5539	1105090	201	32.6	370.5	0.004463	400.716461	12.81	1.7883	1
5540	1105291	201	32.7	370.5	0.004563	401.040313	12.04	1.8298	1
5541	1105491	200	32.7	370.7	0.004713	400.949432	12.04	1.8895	1
5542	1105692	201	32.7	370.7	0.004838	400.635009	12.04	1.9381	1
5543	1105893	201	32.7	370.8	0.004950	400.661560	12.04	1.9833	1
5544	1106094	201	32.7	370.8	0.005025	400.803588	12.04	2.0141	1
5545	1106294	200	32.7	370.8	0.005075	400.801727	12.04	2.0341	1
5546	1106498	204	32.6	370.9	0.004800	400.822509	12.04	1.9240	1
5547	1106699	201	32.7	370.9	0.004713	400.820678	12.04	1.8889	1
5548	1106899	200	32.7	370.9	0.004588	400.822509	12.04	1.8388	1
5549	1107100	201	32.7	370.9	0.004488	400.941833	12.04	1.7993	1
5550	1107301	201	32.6	371.0	0.004338	400.801727	16.25	1.7385	1
5551	1107502	201	32.6	371.1	0.004275	400.832000	16.25	1.7136	1
5552	1107702	200	32.7	371.1	0.004225	400.850952	16.25	1.6936	1
5553	1107905	203	32.7	371.2	0.004413	400.737335	16.25	1.7683	1
5554	1108106	201	32.7	371.2	0.004450	400.847167	16.25	1.7838	1
5555	1108306	200	32.7	371.3	0.004600	400.883117	16.25	1.8441	1
5556	1108507	201	32.6	371.3	0.004725	400.900177	16.25	1.8943	1
5557	1108708	201	32.6	371.4	0.004788	400.888854	16.25	1.9193	1
5558	1108909	201	32.6	371.4	0.004888	400.903961	16.25	1.9595	1
5559	1109109	200	32.7	371.5	0.005013	400.858459	16.25	2.0094	1
5560	1109310	201	32.7	371.5	0.005113	400.862274	14.10	2.0495	1
5561	1109514	204	32.7	371.5	0.004838	400.811157	14.10	1.9390	1
5562	1109714	200	32.6	371.6	0.004713	400.854705	14.10	1.8891	1
5563	1109915	201	32.7	371.7	0.004638	400.849029	14.10	1.8590	1
5564	1110116	201	32.6	371.7	0.004488	400.888793	14.10	1.7990	1
5565	1110317	201	32.7	371.8	0.004363	400.822570	14.10	1.7486	1
5566	1110546	229	32.7	371.8	0.005013	400.735412	14.10	2.0087	1
5567	1110747	201	32.6	371.8	0.004875	400.869873	14.10	1.9543	1
5568	1110947	200	32.6	371.9	0.004788	400.892547	14.10	1.9193	1
5569	1111151	204	32.7	372.0	0.004238	400.862304	14.10	1.6987	1
5570	1111352	201	32.7	372.0	0.004200	400.856597	13.41	1.6836	1
5571	1111553	201	32.7	372.1	0.004225	400.911499	13.41	1.6939	1
5572	1111753	200	32.7	372.1	0.004200	400.813049	13.41	1.6835	1
5573	1111954	201	32.7	372.2	0.004275	400.750549	13.41	1.7133	1
5574	1112154	200	32.7	372.2	0.004300	401.114166	13.41	1.7248	1
5575	1112354	200	32.7	372.3	0.004363	400.911499	13.41	1.7490	1
5576	1112560	206	32.7	372.3	0.005063	400.841430	13.41	2.0293	1
5577	1112770	210	32.7	372.3	0.004275	400.900177	13.41	1.7139	1
5578	1112971	201	32.7	372.4	0.004425	401.010070	13.41	1.7745	1
5579	1113171	200	32.6	372.4	0.004500	400.873657	13.41	1.8040	1
5580	1113372	201	32.7	372.5	0.004588	400.845214	14.65	1.8389	1
5581	1113573	201	32.7	372.5	0.004763	400.926727	14.65	1.9095	1
5582	1113774	201	32.7	372.6	0.004875	400.909637	14.65	1.9545	1
5583	1113974	200	32.7	372.6	0.004963	400.920989	14.65	1.9896	1
5584	1114178	204	32.7	372.7	0.004988	400.926727	14.65	1.9997	1
5585	1114379	201	32.7	372.7	0.004975	400.928619	14.65	1.9947	1
5586	1114579	200	32.7	372.7	0.004788	400.928558	14.65	1.9195	1
5587	1114780	201	32.7	372.8	0.004675	400.966461	14.65	1.8746	1
5588	1114981	201	32.7	372.8	0.004575	400.881256	14.65	1.8341	1
5589	1115182	201	32.7	372.9	0.004425	400.741119	14.65	1.7733	1
5590	1115382	200	32.7	372.9	0.004350	401.318725	13.17	1.7458	1
5591	1115583	201	32.7	373.0	0.004275	401.242950	13.17	1.7154	1
5592	1115787	204	32.7	373.0	0.004350	400.814971	13.17	1.7436	1
5593	1115987	200	32.7	373.1	0.004413	400.960754	13.17	1.7693	1
5594	1116188	201	32.7	373.1	0.004525	400.953216	13.17	1.8144	1
5595	1116389	201	32.7	373.1	0.004700	400.977783	13.17	1.8847	1
5596	1116590	201	32.7	373.2	0.004763	401.095214	13.17	1.9103	1
5597	1116790	200	32.7	373.3	0.004850	400.966461	13.17	1.9447	1
5598	1116991	201	32.7	373.3	0.004988	401.227752	13.17	2.0012	1
5599	1117192	201	32.7	373.3	0.005038	401.116027	13.17	2.0207	1
5600	1117394	202	32.7	373.4	0.004925	400.773284	15.74	1.9739	1
5601	1117595	201	32.7	373.4	0.004838	400.949432	15.74	1.9397	1
5602	1117796	201	32.7	373.5	0.004663	400.960754	15.74	1.8695	1
5603	1117997	201	32.7	373.5	0.004550	400.814941	15.74	1.8238	1
5604	1118197	200	32.7	373.5	0.004400	400.966461	15.74	1.7643	1
5605	1118425	228	32.7	373.6	0.005025	400.991058	15.74	2.0150	1
5606	1118625	200	32.7	373.7	0.005063	400.915344	15.74	2.0297	1
5607	1118826	201	32.7	373.7	0.004988	400.949432	15.74	1.9998	1
5608	1119030	204	32.7	373.8	0.004650	401.038452	15.74	1.8649	1
5609	1119230	200	32.7	373.8	0.004513	400.932312	15.74	1.8093	1
5610	1119431	201	32.7	373.9	0.004438	401.004272	12.52	1.7795	1
5611	1119632	201	32.7	373.9	0.004300	401.004272	12.52	1.7244	1
5612	1119833	201	32.7	373.9	0.004213	401.006225	12.52	1.6893	1
5613	1120033	200	32.7	374.0	0.004238	400.797912	12.52	1.6984	1
5614	1120234	201	32.7	374.0	0.004163	401.273284	12.52	1.6704	1
5615	1120442	208	32.7	374.1	0.005075	401.165344	12.52	2.0360	1
5616	1120649	207	32.7	374.1	0.004213	400.898284	12.52	1.6888	1
5617	1120849	200	32.7	374.1	0.004175	401.010070	12.52	1.6743	1
5618	1121050	201	32.7	374.2	0.004200	401.047882	12.52	1.6845	1
5619	1121251	201	32.7	374.2	0.004250	401.049713	12.52	1.7045	1
5620	1121452	201	32.7	374.3	0.004325	400.900177	13.16	1.7339	1
5621	1121652	200	32.7	374.3	0.004425	401.038391	13.16	1.7746	1
5622	1121853	201	32.7	374.5	0.004563	401.055480	13.16	1.8299	1
5623	1122057	204	32.7	374.4	0.005075	400.905853	13.16	2.0347	1
5624	1122257	200	32.7	374.4	0.005063	401.152069	13.16	2.0309	1
5625	1122458	201	32.7	374.5	0.005038	401.133087	13.16	2.0208	1
5626	1122659	201	32.7	374.5	0.005025	400.938018	13.16	2.0148	1
5627	1122860	201	32.7	374.6	0.005013	401.161529	13.16	2.0109	1
5628	1123060	200	32.7	374.6	0.004950	401.396301	13.16	1.9870	1
5629	1123261	201	32.7	374.6	0.004838	401.199401	13.16	1.9409	1
5630	1123462	201	32.7	374.7	0.004713	401.182342	10.72	1.8906	1
5631	1123665	203	32.7	374.8	0.004200	401.174774	10.72	1.6850	1
5632	1123866	201	32.7	374.8	0.004150	400.820587	10.72	1.6635	1
5633	1124066	200	32.7	374.9	0.004213	400.987274	10.72	1.6892	1
5634	1124267	201	32.7	374.9	0.004188	401.025146	10.72	1.6793	1
5635	1124467	200	32.7	374.9	0.004250	401.023254	10.72	1.7044	1
5636	1124668	201	32.7	375.0	0.004350	401.025146	10.72	1.7445	1
5637	1124869	201	32.7	375.0	0.004475	400.886901	10.72	1.7940	1
5638	1125069	200	32.7	375.1	0.004563	400.892547	10.72	1.8291	1
5639	1125273	204	32.7	375.1	0.005038	401.108489	10.72	2.0206	1
5640	1125474	201	32.7	375.2	0.005113	401.074401	15.40	2.0506	1
5641	1125675	201	32.8	375.2	0.005050	400.932373	15.40	2.0248	1
5642	1125875	200	32.7	375.2	0.004988	401.017608	15.40	2.0001	1
5643	1126076	201	32.7	375.3	0.004913	400.905853	15.40	1.9695	1
5644	1126277	201	32.8	375.4	0.004800	401.099060	15.40	1.9253	1
5645	1126505	228	32.8	375.4	0.004938	401.116058	15.40	1.9806	1
5646	1126709	204	32.7	375.4	0.004988	401.017608	15.40	2.0001	1
5647	1126909	200	32.7	375.5	0.004963	401.210784	15.40	1.9911	1
5648	1127110	201	32.7	375.5	0.004788	401.098999	15.40	1.9203	1
5649	1127311	201	32.7	375.5	0.004688	401.047882	15.40	1.8800	1
5650	1127512	201	32.8	375.5	0.004600	401.100860	10.44	1.8451	1
5651	1127712	200	32.8	375.7	0.004438	401.089569	10.44	1.7799	1
5652	1127913	201	32.8	375.7	0.004375	401.087677	10.44	1.7548	1
5653	1128114	201	32.7	375.7	0.004300	401.091430	10.44	1.7247	1
5654	1128317	203	32.8	375.8	0.004263	401.108489	10.44	1.7098	1
5655	1128529	212	32.8	375.8	0.004413	401.072509	10.44	1.7698	1
5656	1128730	201	32.7	375.8	0.004325	400.972137	10.44	1.7343	1
5657	1128931	201	32.7	375.9	0.004238	401.116027	10.44	1.6998	1
5658	1129132	201	32.7	375.9	0.004200	400.886901	10.44	1.6838	1
5659	1129332	200	32.8	376.0	0.004213	401.083831	10.44	1.6896	1
5660	1129533	201	32.8	376.0	0.004200	401.030853	14.97	1.6844	1
5661	1129734	201	32.8	376.0	0.004275	401.182342	14.97	1.7151	1
5662	1129936	202	32.7	376.1	0.004788	401.116058	14.97	1.9204	1
5663	1130137	201	32.8	376.2	0.004888	400.920989	14.97	1.9596	1
5664	1130338	201	32.8	376.2	0.004963	401.381195	14.97	1.9919	1
5665	1130539	201	32.8	376.2	0.005025	401.260009	14.97	2.0164	1
5666	1130739	200	32.8	376.3	0.005038	401.055419	14.97	2.0204	1
5667	1130940	201	32.8	376.3	0.005075	401.241058	14.97	2.0364	1
5668	1131140	200	32.7	376.3	0.005088	400.975891	14.97	2.0400	1
5669	1131340	200	32.7	376.4	0.005050	400.845214	14.97	2.0243	1
5670	1131553	213	32.8	376.5	0.004775	401.114166	12.48	1.9154	1
5671	1131754	201	32.8	376.5	0.004900	401.114166	12.48	1.9655	1
5672	1131955	201	32.8	376.5	0.004913	401.059265	12.48	1.9703	1
5673	1132154	199	32.8	376.6	0.005025	401.010009	12.48	2.0151	1
5674	1132355	201	32.8	376.7	0.005063	401.364166	12.48	2.0320	1
5675	1132556	201	32.8	376.7	0.005100	401.277069	12.48	2.0466	1
5676	1132756	200	32.7	376.7	0.005075	401.121795	12.48	2.0358	1
5677	1132960	204	32.7	376.7	0.004625	400.943695	12.48	1.8544	1
5678	1133161	201	32.8	376.8	0.004525	401.188049	12.48	1.8154	1
5679	1133362	201	32.8	376.8	0.004425	401.006225	12.48	1.7745	1
5680	1133562	200	32.7	376.8	0.004313	401.381225	11.46	1.7310	1
5681	1133763	201	32.8	376.9	0.004238	401.277069	11.46	1.7005	1
5682	1133964	201	32.7	376.9	0.004188	401.081970	11.46	1.6796	1
5683	1134164	200	32.7	376.9	0.004200	401.112243	11.46	1.6847	1
5684	1134393	229	32.8	377.0	0.004825	401.119812	11.46	1.9355	1
5685	1134596	203	32.8	377.1	0.004325	401.127410	11.46	1.7349	1
5686	1134796	200	32.8	377.1	0.004200	401.127410	11.46	1.6848	1
5687	1134997	201	32.8	377.1	0.004163	401.117950	11.46	1.6697	1
5688	1135198	201	32.8	377.2	0.004188	401.155853	11.46	1.6799	1
5689	1135398	200	32.8	377.2	0.004250	401.030853	11.46	1.7044	1
5690	1135599	201	32.8	377.3	0.004275	400.915344	12.71	1.7140	1
5691	1135800	201	32.8	377.3	0.004375	401.152069	12.71	1.7551	1
5692	1136001	201	32.8	377.3	0.004488	401.068725	12.71	1.7999	1
5693	1136209	208	32.8	377.3	0.004738	400.991058	12.71	1.8998	1
5694	1136416	207	32.8	377.4	0.004325	401.095214	12.71	1.7348	1
5695	1136617	201	32.8	377.4	0.004475	401.019500	12.71	1.7946	1
5696	1136818	201	32.8	377.5	0.004538	401.314910	12.71	1.8210	1
5697	1137018	200	32.8	377.6	0.004713	401.288391	12.71	1.8911	1
5698	1137219	201	32.8	377.6	0.004775	401.199371	12.71	1.9158	1
5699	1137420	201	32.8	377.6	0.004863	401.114166	12.71	1.9505	1
5700	1137620	200	32.8	377.7	0.004988	400.964599	11.42	1.9999	1
5701	1137824	204	32.8	377.7	0.005000	401.076293	11.42	2.0054	1
5702	1138025	201	32.8	377.7	0.004900	401.083831	11.42	1.9654	1
5703	1138226	201	32.8	377.8	0.004863	401.081970	11.42	1.9503	1
5704	1138426	200	32.8	377.8	0.004750	401.072540	11.42	1.9052	1
5705	1138627	201	32.8	377.8	0.004650	401.080047	11.42	1.8651	1
5706	1138828	201	32.8	377.9	0.004588	401.057373	11.42	1.8399	1
5707	1139028	200	32.8	378.0	0.004463	401.082000	11.42	1.7899	1
5708	1139232	204	32.8	378.0	0.004200	401.066864	11.42	1.6845	1
5709	1139433	201	32.8	378.0	0.004213	401.051666	11.42	1.6895	1
5710	1139634	201	32.8	378.1	0.004238	401.273223	12.59	1.7004	1
5711	1139834	200	32.8	378.1	0.004325	401.165313	12.59	1.7351	1
5712	1140035	201	32.8	378.1	0.004425	400.907775	12.59	1.7741	1
5713	1140236	201	32.8	378.2	0.004475	401.133056	12.59	1.7951	1
5714	1140436	200	32.7	378.2	0.004600	400.991058	12.59	1.8446	1
5715	1140637	201	32.8	378.3	0.004713	401.030853	12.59	1.8899	1
5716	1140840	203	32.8	378.4	0.005050	401.023284	12.59	2.0252	1
5717	1141041	201	32.8	378.4	0.005113	401.028930	12.59	2.0503	1
5718	1141241	200	32.8	378.4	0.005050	401.188049	12.59	2.0261	1
5719	1141442	201	32.8	378.5	0.004975	401.157714	12.59	1.9958	1
5720	1141643	201	32.8	378.5	0.004950	401.144470	11.74	1.9857	1
5721	1141843	200	32.8	378.5	0.004800	401.131195	11.74	1.9255	1
5722	1142044	201	32.8	378.6	0.004738	401.114166	11.74	1.9003	1
5723	1142245	201	32.8	378.7	0.004638	401.112243	11.74	1.8602	1
5724	1142474	229	32.8	378.7	0.005063	401.030853	11.74	2.0303	1
5725	1142675	201	32.8	378.7	0.005075	400.911499	11.74	2.0347	1
5726	1142876	201	32.8	378.8	0.005125	401.068725	11.74	2.0555	1
5727	1143076	200	32.8	378.8	0.005013	400.979736	11.74	2.0100	1
5728	1143277	201	32.8	378.8	0.005013	400.898315	11.74	2.0096	1
5729	1143477	200	32.8	378.9	0.004925	400.964538	11.74	1.9748	1
5730	1143677	200	32.7	378.9	0.004800	401.019500	11.60	1.9250	1
5731	1143878	201	32.8	378.9	0.004725	400.992980	11.60	1.8947	1
5732	1144087	209	32.8	379.0	0.004588	400.854675	11.60	1.8390	1
5733	1144305	218	32.8	379.0	0.004800	400.932373	11.60	1.9245	1
5734	1144506	201	32.8	379.0	0.004875	400.947509	11.60	1.9547	1
5735	1144707	201	32.8	379.1	0.004975	400.968383	11.60	1.9949	1
5736	1144907	200	32.8	379.2	0.005050	400.858520	11.60	2.0244	1
5737	1145108	201	32.8	379.1	0.005088	400.920989	11.60	2.0397	1
5738	1145309	201	32.8	379.3	0.005075	400.854705	11.60	2.0344	1
5739	1145512	203	32.8	379.3	0.004663	400.949432	11.60	1.8695	1
5740	1145713	201	32.8	379.2	0.004550	400.909637	10.77	1.8242	1
5741	1145914	201	32.8	379.3	0.004488	400.688079	10.77	1.7981	1
5742	1146115	201	32.8	379.4	0.004363	400.816833	10.77	1.7486	1
5743	1146315	200	32.8	379.4	0.004300	400.832000	10.77	1.7236	1
5744	1146516	201	32.8	379.5	0.004250	400.475952	10.77	1.7021	1
5745	1146717	201	32.8	379.5	0.004188	400.845245	10.77	1.6786	1
5746	1146917	200	32.8	379.5	0.004188	400.828216	10.77	1.6785	1
5747	1147121	204	32.8	379.6	0.004525	400.718383	10.77	1.8133	1
5748	1147322	201	32.8	379.6	0.004575	400.635040	10.77	1.8330	1
5749	1147523	201	32.8	379.6	0.004700	400.697540	10.77	1.8833	1
5750	1147723	200	32.8	379.7	0.004813	400.623718	12.87	1.9281	1
5751	1147924	201	32.8	379.7	0.004913	400.797912	12.87	1.9690	1
5752	1148125	201	32.8	379.8	0.005013	400.767608	12.87	2.0089	1
5753	1148325	200	32.8	379.8	0.005013	400.765716	12.87	2.0089	1
5754	1148526	201	32.8	379.8	0.005063	400.743011	12.87	2.0288	1
5755	1148729	203	32.8	379.8	0.004800	400.600952	12.87	1.9229	1
5756	1148930	201	32.8	379.9	0.004700	400.979736	12.87	1.8847	1
5757	1149130	200	32.8	380.0	0.004613	400.693756	12.87	1.8483	1
5758	1149331	201	32.8	380.0	0.004500	400.739196	12.87	1.8034	1
5759	1149532	201	32.8	380.0	0.004438	400.722167	12.87	1.7783	1
5760	1149732	200	32.8	380.0	0.004375	400.631317	10.50	1.7528	1
5761	1149933	201	32.8	380.1	0.004250	400.693756	10.50	1.7030	1
5762	1150134	201	32.8	380.1	0.004213	400.610412	10.50	1.6876	1
5763	1150361	227	32.8	380.2	0.005000	400.659637	10.50	2.0034	1
5764	1150562	201	32.8	380.2	0.005025	400.680511	10.50	2.0135	1
5765	1150763	201	32.8	380.3	0.004938	400.627471	10.50	1.9782	1
5766	1150963	200	32.8	380.3	0.004800	400.453216	10.50	1.9222	1
5767	1151164	201	32.8	380.3	0.004788	399.993041	10.50	1.9150	1
5768	1151365	201	32.7	380.3	0.004638	400.519531	10.50	1.8575	1
5769	1151564	199	32.8	380.5	0.004575	400.705139	10.50	1.8333	1
5770	1151773	209	32.8	380.5	0.004675	400.686157	14.05	1.8733	1
5771	1151974	201	32.8	380.5	0.004825	400.655883	14.05	1.9332	1
5772	1152175	201	32.8	380.5	0.004900	400.540374	14.05	1.9627	1
5773	1152375	200	32.8	380.6	0.005013	400.733551	14.05	2.0087	1
5774	1152576	201	32.8	380.6	0.005050	400.741119	14.05	2.0238	1
5775	1152777	201	32.8	380.6	0.005075	400.640747	14.05	2.0333	1
5776	1152977	200	32.8	380.8	0.005050	400.421020	14.05	2.0222	1
5777	1153178	201	32.8	380.8	0.005075	400.421020	14.05	2.0322	1
5778	1153382	204	32.8	380.8	0.004575	400.606658	14.05	1.8328	1
5779	1153583	201	32.8	380.9	0.004438	400.648345	14.05	1.7779	1
5780	1153783	200	32.8	380.9	0.004338	400.521392	11.11	1.7373	1
5781	1153984	201	32.8	381.0	0.004275	400.661560	11.11	1.7129	1
5782	1154185	201	32.8	381.0	0.004238	400.583923	11.11	1.6975	1
5783	1154385	200	32.8	381.0	0.004200	400.421020	11.11	1.6818	1
5784	1154586	201	32.8	381.0	0.004163	400.602813	11.11	1.6676	1
5785	1154787	201	32.8	381.1	0.004200	400.830139	11.11	1.6835	1
5786	1154991	204	32.8	381.1	0.004650	400.547943	11.11	1.8626	1
5787	1155191	200	32.8	381.1	0.004750	400.498718	11.11	1.9024	1
5788	1155392	201	32.8	381.2	0.004913	400.563049	11.11	1.9678	1
5789	1155593	201	32.8	381.2	0.004938	400.542175	11.11	1.9777	1
5790	1155792	199	32.8	381.3	0.005025	400.580169	12.03	2.0130	1
5791	1155993	201	32.8	381.3	0.005075	400.610473	12.03	2.0332	1
5792	1156194	201	32.8	381.3	0.005050	400.582031	12.03	2.0230	1
5793	1156395	201	32.8	381.4	0.005050	400.530914	12.03	2.0227	1
5794	1156598	203	32.8	381.4	0.004600	400.585815	12.03	1.8428	1
5795	1156799	201	32.8	381.5	0.004538	400.578247	12.03	1.8177	1
5796	1157000	201	32.8	381.5	0.004413	400.565002	12.03	1.7675	1
5797	1157200	200	32.8	381.5	0.004275	400.491088	12.03	1.7122	1
5798	1157401	201	32.8	381.6	0.004250	400.627502	12.03	1.7027	1
5799	1157602	201	32.8	381.6	0.004188	400.273345	12.03	1.6762	1
5800	1157803	201	32.8	381.7	0.004188	400.583923	11.48	1.6775	1
5801	1158003	200	32.8	381.7	0.004250	400.188110	11.48	1.7009	1
5802	1158207	204	32.8	381.7	0.004650	400.296020	11.48	1.8614	1
5803	1158408	201	32.8	381.8	0.004825	400.161560	11.48	1.9308	1
5804	1158637	229	32.8	381.8	0.004225	400.746795	11.48	1.6932	1
5805	1158838	201	32.8	381.9	0.004313	400.523315	11.48	1.7273	1
5806	1159038	200	32.8	381.9	0.004363	400.436187	11.48	1.7470	1
5807	1159239	201	32.8	382.0	0.004550	400.582031	11.48	1.8227	1
5808	1159440	201	32.8	382.0	0.004625	400.521392	11.48	1.8525	1
5809	1159644	204	32.8	382.0	0.005050	400.589599	11.48	2.0230	1
5810	1159869	225	32.8	382.1	0.004150	400.578247	13.12	1.6625	1
5811	1160070	201	32.8	382.1	0.004213	400.748626	13.12	1.6882	1
5812	1160270	200	32.8	382.2	0.004313	400.739227	13.12	1.7282	1
5813	1160471	201	32.8	382.2	0.004375	400.498687	13.12	1.7522	1
5814	1160672	201	32.8	382.2	0.004525	400.729705	13.12	1.8134	1
5815	1160872	200	32.8	382.3	0.004600	400.566864	13.12	1.8427	1
5816	1161073	201	32.8	382.3	0.004775	400.557403	13.12	1.9127	1
5817	1161277	204	32.8	382.3	0.005088	400.413513	13.12	2.0372	1
5818	1161478	201	32.8	382.4	0.005038	400.568817	13.12	2.0179	1
5819	1161678	200	32.8	382.4	0.004975	400.485443	13.12	1.9925	1
