READ_NUMBER	READ_TIMER	READ_INTERVAL	READ_EXT_TEMP	READ_INT_TEMP	READ_CURRENT	READ_VOLTAGE	READ_HEAT	READ_POWER	READ_ON
2233	442815	198	30.0	243.5	0.001113	0.157186	-1.98	0.0002	1
2234	443013	198	30.0	243.4	0.000925	0.149611	-1.98	0.0001	1
2235	443210	197	30.0	243.3	0.000500	0.155292	-1.98	0.0001	1
2236	443407	197	30.0	243.3	0.000313	0.159080	-1.98	0.0000	1
2237	443620	213	30.0	243.3	0.000588	0.155292	-1.98	0.0001	1
2238	443816	196	30.0	243.1	0.000988	0.151505	-1.98	0.0001	1
2239	444014	198	30.0	243.2	0.001150	0.162867	-1.98	0.0002	1
2240	444212	198	30.0	243.2	0.000963	0.155292	-10.25	0.0001	1
2241	444408	196	30.0	243.2	0.000525	0.155292	-10.25	0.0001	1
2242	444607	199	30.0	243.2	0.000375	0.160974	-10.25	0.0001	1
2243	444806	199	30.0	243.2	0.000300	0.157186	-10.25	0.0000	1
2244	445003	197	30.0	243.2	0.000350	0.153398	-10.25	0.0001	1
2245	445205	202	30.0	243.2	0.000300	0.153398	-10.25	0.0000	1
2246	445403	198	30.0	243.2	0.000388	0.159080	-10.25	0.0001	1
2247	445601	198	30.0	243.2	0.000600	0.155292	-10.25	0.0001	1
2248	445800	199	30.0	243.3	0.000838	0.155292	-10.25	0.0001	1
2249	445998	198	30.0	243.3	0.001000	0.159080	-10.25	0.0002	1
2250	446196	198	30.0	243.2	0.001125	0.155292	1.69	0.0002	1
2251	446395	199	30.0	243.2	0.001125	0.157186	1.69	0.0002	1
2252	446590	195	30.0	243.2	0.000613	0.159080	1.69	0.0001	1
2253	446790	200	30.0	243.1	0.000488	0.153398	1.69	0.0001	1
2254	446986	196	30.0	243.2	0.000338	0.157186	1.69	0.0001	1
2255	447182	196	30.0	243.1	0.000813	0.164761	1.69	0.0001	1
2256	447378	196	30.0	243.2	0.001113	0.164761	1.69	0.0002	1
2257	447575	197	30.0	243.1	0.000775	0.160974	1.69	0.0001	1
2258	447770	195	30.0	243.0	0.000275	0.155292	1.69	0.0000	1
2259	447967	197	30.0	243.0	0.000450	0.159080	1.69	0.0001	1
2260	448162	195	30.0	243.0	0.001013	0.157186	-7.69	0.0002	1
2261	448362	200	30.0	242.9	0.001138	0.157186	-7.69	0.0002	1
2262	448560	198	30.0	242.9	0.001050	0.153398	-7.69	0.0002	1
2263	448756	196	30.0	242.9	0.000725	0.166655	-7.69	0.0001	1
2264	448954	198	30.0	242.9	0.000350	0.160974	-7.69	0.0001	1
2265	449184	230	30.0	242.9	0.000325	0.157186	-7.69	0.0001	1
2266	449403	219	30.0	242.8	0.000313	0.157186	-7.69	0.0000	1
2267	449601	198	30.0	242.8	0.000313	0.160974	-7.69	0.0001	1
2268	449798	197	30.0	242.7	0.000663	0.159080	-7.69	0.0001	1
2269	449997	199	30.0	242.7	0.000650	0.159080	-7.69	0.0001	1
2270	450195	198	30.0	242.6	0.001025	0.155292	-9.99	0.0002	1
2271	450393	198	30.0	242.7	0.001088	0.155292	-9.99	0.0002	1
2272	450589	196	30.0	242.6	0.000863	0.149611	-9.99	0.0001	1
2273	450792	203	30.0	242.7	0.001125	0.159080	-9.99	0.0002	1
2274	450990	198	30.0	242.6	0.000838	0.157186	-9.99	0.0001	1
2275	451186	196	30.0	242.6	0.000413	0.155292	-9.99	0.0001	1
2276	451384	198	30.0	242.6	0.000288	0.157186	-9.99	0.0000	1
2277	451585	201	30.0	242.6	0.000300	0.155292	-9.99	0.0000	1
2278	451781	196	30.0	242.5	0.000463	0.155292	-9.99	0.0001	1
2279	451979	198	30.0	242.5	0.000850	0.157186	-9.99	0.0001	1
2280	452175	196	30.0	242.5	0.001175	0.157186	-5.08	0.0002	1
2281	452373	198	30.0	242.4	0.001038	0.153398	-5.08	0.0002	1
2282	452571	198	30.0	242.4	0.000638	0.155292	-5.08	0.0001	1
2283	452768	197	30.0	242.4	0.000350	0.162867	-5.08	0.0001	1
2284	452965	197	30.0	242.4	0.000363	0.157186	-5.08	0.0001	1
2285	453163	198	30.0	242.3	0.000725	0.159080	-5.08	0.0001	1
2286	453362	199	30.0	242.3	0.000700	0.153398	-5.08	0.0001	1
2287	453560	198	30.0	242.2	0.001063	0.155292	-5.08	0.0002	1
2288	453757	197	30.0	242.2	0.001125	0.151505	-5.08	0.0002	1
2289	453954	197	30.0	242.2	0.000775	0.157186	-5.08	0.0001	1
2290	454152	198	30.0	242.1	0.000475	0.162867	-10.55	0.0001	1
2291	454349	197	30.0	242.1	0.000250	0.159080	-10.55	0.0000	1
2292	454547	198	30.0	242.1	0.000425	0.151505	-10.55	0.0001	1
2293	454746	199	30.0	242.0	0.000563	0.153398	-10.55	0.0001	1
2294	454947	201	30.0	242.0	0.000425	0.155292	-10.55	0.0001	1
2295	455145	198	30.0	242.0	0.000563	0.159080	-10.55	0.0001	1
2296	455344	199	30.0	241.9	0.000925	0.164761	-10.55	0.0002	1
2297	455542	198	30.0	241.9	0.001025	0.155292	-10.55	0.0002	1
2298	455740	198	30.0	241.9	0.001100	0.155292	-10.55	0.0002	1
2299	455939	199	30.0	241.9	0.001075	0.159080	-10.55	0.0002	1
2300	456137	198	30.0	241.9	0.000913	0.153398	-7.47	0.0001	1
2301	456336	199	30.0	241.8	0.000650	0.151505	-7.47	0.0001	1
2302	456536	200	30.0	241.8	0.000700	0.153398	-7.47	0.0001	1
2303	456758	222	30.0	241.8	0.001113	0.153398	-7.47	0.0002	1
2304	456955	197	30.0	241.9	0.001100	0.160974	-7.47	0.0002	1
2305	457152	197	30.0	241.8	0.000763	0.149611	-7.47	0.0001	1
2306	457350	198	30.0	241.8	0.000388	0.149611	-7.47	0.0001	1
2307	457547	197	30.0	241.8	0.000338	0.153398	-7.47	0.0001	1
2308	457745	198	30.0	241.8	0.000600	0.153398	-7.47	0.0001	1
2309	457942	197	30.0	241.8	0.000975	0.153398	-7.47	0.0001	1
2310	458142	200	30.0	241.8	0.000963	0.157186	-2.45	0.0002	1
2311	458339	197	30.0	241.9	0.001150	0.151505	-2.45	0.0002	1
2312	458542	203	30.0	241.9	0.000988	0.151505	-2.45	0.0001	1
2313	458739	197	30.0	241.7	0.001100	0.149611	-2.45	0.0002	1
2314	458936	197	30.0	241.8	0.000913	0.157186	-2.45	0.0001	1
2315	459133	197	30.0	241.9	0.000538	0.151505	-2.45	0.0001	1
2316	459331	198	30.0	241.8	0.000288	0.149611	-2.45	0.0000	1
2317	459528	197	30.0	241.8	0.000438	0.147717	-2.45	0.0001	1
2318	459728	200	30.0	241.7	0.000413	0.149611	-2.45	0.0001	1
2319	459926	198	30.0	241.8	0.000825	0.153398	-2.45	0.0001	1
2320	460123	197	30.0	241.7	0.001113	0.153398	-2.34	0.0002	1
2321	460320	197	30.0	241.7	0.001113	0.153398	-2.34	0.0002	1
2322	460518	198	30.0	241.7	0.000688	0.153398	-2.34	0.0001	1
2323	460715	197	30.0	241.6	0.000338	0.155292	-2.34	0.0001	1
2324	460912	197	30.0	241.6	0.000338	0.155292	-2.34	0.0001	1
2325	461110	198	30.0	241.6	0.000675	0.159080	-2.34	0.0001	1
2326	461309	199	30.1	241.6	0.000563	0.155292	-2.34	0.0001	1
2327	461507	198	30.0	241.5	0.001038	0.153398	-2.34	0.0002	1
2328	461705	198	30.0	241.5	0.001150	0.157186	-2.34	0.0002	1
2329	461901	196	30.0	241.4	0.000888	0.153398	-2.34	0.0001	1
2330	462099	198	30.0	241.4	0.000500	0.149611	-10.38	0.0001	1
2331	462297	198	30.0	241.4	0.000275	0.153398	-10.38	0.0000	1
2332	462495	198	30.0	241.4	0.000388	0.147717	-10.38	0.0001	1
2333	462693	198	30.1	241.5	0.000525	0.159080	-10.38	0.0001	1
2334	462895	202	30.0	241.4	0.000375	0.151505	-10.38	0.0001	1
2335	463093	198	30.0	241.4	0.000625	0.153398	-10.38	0.0001	1
2336	463291	198	30.1	241.5	0.000813	0.149611	-10.38	0.0001	1
2337	463490	199	30.0	241.5	0.001025	0.151505	-10.38	0.0002	1
2338	463688	198	30.0	241.6	0.001113	0.151505	-10.38	0.0002	1
2339	463887	199	30.0	241.7	0.001088	0.157186	-10.38	0.0002	1
2340	464084	197	30.1	241.8	0.000975	0.155292	12.63	0.0002	1
2341	464283	199	30.0	241.8	0.000725	0.157186	12.63	0.0001	1
2342	464484	201	30.0	241.9	0.000725	0.159080	12.63	0.0001	1
2343	464680	196	30.0	242.0	0.000375	0.155292	12.63	0.0001	1
2344	464908	228	30.0	242.1	0.000838	0.160974	12.63	0.0001	1
2345	465105	197	30.0	242.1	0.001100	0.155292	12.63	0.0002	1
2346	465302	197	30.0	242.2	0.001013	0.162867	12.63	0.0002	1
2347	465500	198	30.0	242.3	0.000713	0.159080	12.63	0.0001	1
2348	465697	197	30.0	242.3	0.000338	0.153398	12.63	0.0001	1
2349	465895	198	30.0	242.4	0.000313	0.155292	12.63	0.0000	1
2350	466095	200	30.0	242.4	0.000338	0.153398	18.98	0.0001	1
2351	466292	197	30.0	242.5	0.000638	0.157186	18.98	0.0001	1
2352	466513	221	30.0	242.6	0.000313	0.155292	18.98	0.0000	1
2353	466710	197	30.0	242.6	0.000363	0.159080	18.98	0.0001	1
2354	466908	198	30.0	242.6	0.000788	0.157186	18.98	0.0001	1
2355	467105	197	30.0	242.6	0.001075	0.164761	18.98	0.0002	1
2356	467302	197	30.0	242.7	0.001125	0.159080	18.98	0.0002	1
2357	467500	198	30.0	242.7	0.000750	0.157186	18.98	0.0001	1
2358	467700	200	30.1	242.8	0.000788	0.157186	18.98	0.0001	1
2359	467897	197	30.1	242.9	0.000350	0.157186	18.98	0.0001	1
2360	468094	197	30.0	242.8	0.000338	0.155292	11.27	0.0001	1
2361	468292	198	30.0	242.8	0.000650	0.155292	11.27	0.0001	1
2362	468489	197	30.0	242.8	0.001000	0.164761	11.27	0.0002	1
2363	468686	197	30.0	242.8	0.001150	0.155292	11.27	0.0002	1
2364	468884	198	30.0	242.8	0.000863	0.157186	11.27	0.0001	1
2365	469081	197	30.0	242.8	0.000463	0.151505	11.27	0.0001	1
2366	469278	197	30.0	242.8	0.000325	0.149611	11.27	0.0000	1
2367	469478	200	30.0	242.9	0.000300	0.153398	11.27	0.0000	1
2368	469676	198	30.0	242.9	0.000488	0.157186	11.27	0.0001	1
2369	469873	197	30.1	243.0	0.000938	0.151505	11.27	0.0001	1
2370	470070	197	30.0	242.9	0.001125	0.157186	1.95	0.0002	1
2371	470267	197	30.0	242.9	0.000900	0.155292	1.95	0.0001	1
2372	470463	196	30.1	243.0	0.000350	0.157186	1.95	0.0001	1
2373	470660	197	30.0	242.9	0.000438	0.155292	1.95	0.0001	1
2374	470855	195	30.0	243.0	0.001050	0.149611	1.95	0.0002	1
2375	471054	199	30.1	243.0	0.001113	0.151505	1.95	0.0002	1
2376	471250	196	30.0	243.0	0.000875	0.145823	1.95	0.0001	1
2377	471446	196	30.1	243.1	0.000350	0.155292	1.95	0.0001	1
2378	471643	197	30.0	242.9	0.000488	0.155292	1.95	0.0001	1
2379	471838	195	30.1	243.0	0.001025	0.159080	1.95	0.0002	1
2380	472035	197	30.1	242.9	0.001038	0.153398	-0.57	0.0002	1
2381	472230	195	30.0	242.8	0.000438	0.159080	-0.57	0.0001	1
2382	472428	198	30.0	242.7	0.000300	0.155292	-0.57	0.0000	1
2383	472663	235	30.0	242.7	0.000388	0.153398	-0.57	0.0001	1
2384	472860	197	30.0	242.7	0.000350	0.162867	-0.57	0.0001	1
2385	473057	197	30.0	242.7	0.000663	0.164761	-0.57	0.0001	1
2386	473254	197	30.0	242.8	0.001050	0.162867	-0.57	0.0002	1
2387	473452	198	30.1	242.7	0.001100	0.160974	-0.57	0.0002	1
2388	473649	197	30.0	242.6	0.000775	0.155292	-0.57	0.0001	1
2389	473846	197	30.1	242.6	0.000413	0.162867	-0.57	0.0001	1
2390	474048	202	30.0	242.6	0.000750	0.160974	-8.76	0.0001	1
2391	474249	201	30.0	242.6	0.000788	0.155292	-8.76	0.0001	1
2392	474445	196	30.0	242.5	0.000413	0.155292	-8.76	0.0001	1
2393	474643	198	30.0	242.5	0.000313	0.160974	-8.76	0.0001	1
2394	474841	198	30.1	242.6	0.000600	0.159080	-8.76	0.0001	1
2395	475037	196	30.0	242.5	0.000963	0.157186	-8.76	0.0002	1
2396	475235	198	30.0	242.4	0.001150	0.159080	-8.76	0.0002	1
2397	475432	197	30.0	242.4	0.000925	0.155292	-8.76	0.0001	1
2398	475629	197	30.0	242.3	0.000525	0.157186	-8.76	0.0001	1
2399	475830	201	30.0	242.3	0.000525	0.159080	-8.76	0.0001	1
2400	476027	197	30.1	242.3	0.000313	0.153398	-6.59	0.0000	1
2401	476224	197	30.1	242.4	0.000400	0.159080	-6.59	0.0001	1
2402	476422	198	30.0	242.3	0.000775	0.159080	-6.59	0.0001	1
2403	476619	197	30.0	242.4	0.001113	0.159080	-6.59	0.0002	1
2404	476816	197	30.1	242.5	0.001038	0.155292	-6.59	0.0002	1
2405	477014	198	30.0	242.6	0.000775	0.159080	-6.59	0.0001	1
2406	477211	197	30.0	242.6	0.000375	0.160974	-6.59	0.0001	1
2407	477411	200	30.1	242.7	0.000413	0.157186	-6.59	0.0001	1
2408	477608	197	30.0	242.7	0.000313	0.157186	-6.59	0.0000	1
2409	477805	197	30.0	242.7	0.000538	0.159080	-6.59	0.0001	1
2410	478003	198	30.0	242.6	0.000963	0.164761	7.23	0.0002	1
2411	478200	197	30.0	242.5	0.001138	0.155292	7.23	0.0002	1
2412	478396	196	30.0	242.5	0.000800	0.153398	7.23	0.0001	1
2413	478593	197	30.1	242.4	0.000300	0.162867	7.23	0.0000	1
2414	478789	196	30.1	242.4	0.000463	0.162867	7.23	0.0001	1
2415	478985	196	30.1	242.4	0.001013	0.153398	7.23	0.0002	1
2416	479184	199	30.0	242.3	0.001075	0.159080	7.23	0.0002	1
2417	479380	196	30.1	242.3	0.001000	0.162867	7.23	0.0002	1
2418	479577	197	30.1	242.2	0.000400	0.159080	7.23	0.0001	1
2419	479772	195	30.1	242.2	0.000363	0.157186	7.23	0.0001	1
2420	479969	197	30.1	242.2	0.000888	0.157186	-11.16	0.0001	1
2421	480165	196	30.1	242.2	0.001113	0.151505	-11.16	0.0002	1
2422	480364	199	30.1	242.1	0.001063	0.153398	-11.16	0.0002	1
2423	480587	223	30.1	242.1	0.000475	0.155292	-11.16	0.0001	1
2424	480789	202	30.0	242.0	0.000313	0.151505	-11.16	0.0000	1
2425	480988	199	30.0	242.0	0.000425	0.155292	-11.16	0.0001	1
2426	481185	197	30.1	242.1	0.000663	0.162867	-11.16	0.0001	1
2427	481384	199	30.1	242.0	0.000913	0.157186	-11.16	0.0001	1
2428	481588	204	30.1	241.9	0.000413	0.155292	-11.16	0.0001	1
2429	481786	198	30.1	241.9	0.000563	0.151505	-11.16	0.0001	1
2430	481984	198	30.1	241.9	0.000800	0.155292	-10.08	0.0001	1
2431	482183	199	30.1	241.8	0.001013	0.159080	-10.08	0.0002	1
2432	482384	201	30.1	241.9	0.000788	0.153398	-10.08	0.0001	1
2433	482582	198	30.1	241.8	0.001038	0.160974	-10.08	0.0002	1
2434	482781	199	30.0	241.8	0.001125	0.162867	-10.08	0.0002	1
2435	482979	198	30.0	241.8	0.001075	0.159080	-10.08	0.0002	1
2436	483177	198	30.1	241.8	0.000938	0.157186	-10.08	0.0001	1
2437	483376	199	30.1	241.8	0.000763	0.155292	-10.08	0.0001	1
2438	483574	198	30.1	241.8	0.000488	0.159080	-10.08	0.0001	1
2439	483773	199	30.1	241.8	0.000350	0.160974	-10.08	0.0001	1
2440	483974	201	30.1	241.8	0.000525	0.159080	-2.50	0.0001	1
2441	484172	198	30.0	241.7	0.000388	0.159080	-2.50	0.0001	1
2442	484370	198	30.1	241.7	0.000338	0.160974	-2.50	0.0001	1
2443	484567	197	30.1	241.7	0.000638	0.162867	-2.50	0.0001	1
2444	484764	197	30.1	241.7	0.001038	0.162867	-2.50	0.0002	1
2445	484961	197	30.0	241.6	0.001125	0.166655	-2.50	0.0002	1
2446	485158	197	30.1	241.7	0.000863	0.160974	-2.50	0.0001	1
2447	485356	198	30.0	241.6	0.000488	0.159080	-2.50	0.0001	1
2448	485556	200	30.1	241.7	0.000525	0.160974	-2.50	0.0001	1
2449	485753	197	30.1	241.6	0.000288	0.164761	-2.50	0.0000	1
2450	485951	198	30.1	241.6	0.000488	0.155292	-5.36	0.0001	1
2451	486148	197	30.1	241.6	0.000838	0.151505	-5.36	0.0001	1
2452	486345	197	30.1	241.6	0.001138	0.160974	-5.36	0.0002	1
2453	486543	198	30.1	241.6	0.001050	0.157186	-5.36	0.0002	1
2454	486739	196	30.0	241.6	0.000700	0.157186	-5.36	0.0001	1
2455	486937	198	30.1	241.6	0.000388	0.160974	-5.36	0.0001	1
2456	487138	201	30.1	241.6	0.000425	0.157186	-5.36	0.0001	1
2457	487334	196	30.1	241.7	0.000325	0.157186	-5.36	0.0001	1
2458	487532	198	30.0	241.7	0.000588	0.157186	-5.36	0.0001	1
2459	487730	198	30.1	241.7	0.000925	0.157186	-5.36	0.0001	1
2460	487927	197	30.1	241.8	0.001125	0.151505	4.07	0.0002	1
2461	488124	197	30.1	241.9	0.001000	0.159080	4.07	0.0002	1
2462	488345	221	30.0	241.9	0.001000	0.155292	4.07	0.0002	1
2463	488542	197	30.0	241.9	0.001038	0.155292	4.07	0.0002	1
2464	488740	198	30.0	241.9	0.001000	0.153398	4.07	0.0002	1
2465	488937	197	30.1	242.0	0.000438	0.155292	4.07	0.0001	1
2466	489133	196	30.1	242.0	0.000363	0.159080	4.07	0.0001	1
2467	489334	201	30.1	242.1	0.000338	0.157186	4.07	0.0001	1
2468	489530	196	30.0	242.1	0.000625	0.160974	4.07	0.0001	1
2469	489726	196	30.0	242.2	0.001125	0.151505	4.07	0.0002	1
2470	489923	197	30.0	242.3	0.000963	0.160974	15.12	0.0002	1
2471	490120	197	30.0	242.3	0.000425	0.155292	15.12	0.0001	1
2472	490319	199	30.1	242.4	0.000438	0.153398	15.12	0.0001	1
2473	490517	198	30.0	242.4	0.000300	0.155292	15.12	0.0000	1
2474	490714	197	30.0	242.4	0.000525	0.153398	15.12	0.0001	1
2475	490911	197	30.0	242.5	0.000888	0.151505	15.12	0.0001	1
2476	491109	198	30.1	242.6	0.001138	0.162867	15.12	0.0002	1
2477	491307	198	30.1	242.6	0.001050	0.157186	15.12	0.0002	1
2478	491503	196	30.0	242.7	0.000675	0.155292	15.12	0.0001	1
2479	491701	198	30.0	242.8	0.000350	0.160974	15.12	0.0001	1
2480	491898	197	30.1	242.8	0.000363	0.151505	17.53	0.0001	1
2481	492093	195	30.1	242.9	0.001013	0.151505	17.53	0.0002	1
2482	492291	198	30.1	243.0	0.001063	0.160974	17.53	0.0002	1
2483	492487	196	30.0	243.0	0.000863	0.157186	17.53	0.0001	1
2484	492685	198	30.0	243.0	0.000475	0.151505	17.53	0.0001	1
2485	492882	197	30.0	243.1	0.000288	0.153398	17.53	0.0000	1
2486	493079	197	30.0	243.1	0.000450	0.155292	17.53	0.0001	1
2487	493277	198	30.1	243.3	0.000900	0.151505	17.53	0.0001	1
2488	493474	197	30.1	243.2	0.001138	0.157186	17.53	0.0002	1
2489	493674	200	30.1	243.4	0.001138	0.160974	17.53	0.0002	1
2490	493872	198	30.1	243.4	0.001075	0.155292	18.20	0.0002	1
2491	494069	197	30.1	243.4	0.000700	0.153398	18.20	0.0001	1
2492	494266	197	30.1	243.5	0.000363	0.160974	18.20	0.0001	1
2493	494464	198	30.0	243.5	0.000313	0.159080	18.20	0.0000	1
2494	494661	197	30.1	243.6	0.000563	0.157186	18.20	0.0001	1
2495	494859	198	30.0	243.7	0.001000	0.160974	18.20	0.0002	1
2496	495055	196	30.0	243.8	0.001113	0.159080	18.20	0.0002	1
2497	495256	201	30.0	243.8	0.001138	0.155292	18.20	0.0002	1
2498	495453	197	30.0	243.9	0.000900	0.159080	18.20	0.0001	1
2499	495650	197	30.0	243.9	0.000525	0.155292	18.20	0.0001	1
2500	495848	198	30.0	244.0	0.000288	0.153398	15.97	0.0000	1
2501	496045	197	30.0	244.0	0.000413	0.157186	15.97	0.0001	1
2502	496266	221	30.0	244.1	0.000475	0.159080	15.97	0.0001	1
2503	496463	197	30.0	244.2	0.000325	0.162867	15.97	0.0001	1
2504	496661	198	30.0	244.3	0.000463	0.159080	15.97	0.0001	1
2505	496861	200	30.0	244.4	0.000438	0.159080	15.97	0.0001	1
2506	497058	197	30.1	244.5	0.000850	0.160974	15.97	0.0001	1
2507	497261	203	30.1	244.5	0.000425	0.153398	15.97	0.0001	1
2508	497478	217	30.1	244.6	0.000413	0.153398	15.97	0.0001	1
2509	497675	197	30.0	244.6	0.000738	0.160974	15.97	0.0001	1
2510	497872	197	30.0	244.7	0.001025	0.159080	23.34	0.0002	1
2511	498070	198	30.0	244.8	0.001100	0.157186	23.34	0.0002	1
2512	498267	197	30.0	244.8	0.000788	0.157186	23.34	0.0001	1
2513	498467	200	30.1	245.0	0.000863	0.159080	23.34	0.0001	1
2514	498665	198	30.0	245.0	0.000463	0.153398	23.34	0.0001	1
2515	498862	197	30.1	245.1	0.000288	0.159080	23.34	0.0000	1
2516	499059	197	30.0	245.1	0.000475	0.153398	23.34	0.0001	1
2517	499257	198	30.0	245.2	0.000888	0.149611	23.34	0.0001	1
2518	499453	196	30.0	245.3	0.001113	0.153398	23.34	0.0002	1
2519	499651	198	30.0	245.4	0.000988	0.162867	23.34	0.0002	1
2520	499849	198	30.0	245.4	0.000625	0.153398	20.13	0.0001	1
2521	500048	199	30.0	245.5	0.000663	0.155292	20.13	0.0001	1
2522	500246	198	30.0	245.6	0.000375	0.155292	20.13	0.0001	1
2523	500444	198	30.0	245.7	0.000338	0.155292	20.13	0.0001	1
2524	500640	196	30.0	245.7	0.000650	0.155292	20.13	0.0001	1
2525	500838	198	30.0	245.8	0.001013	0.155292	20.13	0.0002	1
2526	501036	198	30.0	245.8	0.001125	0.160974	20.13	0.0002	1
2527	501232	196	30.1	246.0	0.000875	0.162867	20.13	0.0001	1
2528	501430	198	30.0	246.0	0.000488	0.160974	20.13	0.0001	1
2529	501630	200	30.1	246.1	0.000463	0.153398	20.13	0.0001	1
2530	501827	197	30.1	246.1	0.000313	0.155292	22.29	0.0000	1
2531	502025	198	30.0	246.1	0.000463	0.153398	22.29	0.0001	1
2532	502222	197	30.1	246.3	0.000838	0.160974	22.29	0.0001	1
2533	502419	197	30.1	246.3	0.001150	0.151505	22.29	0.0002	1
2534	502617	198	30.1	246.4	0.001075	0.159080	22.29	0.0002	1
2535	502814	197	30.1	246.5	0.000688	0.159080	22.29	0.0001	1
2536	503011	197	30.1	246.5	0.000350	0.160974	22.29	0.0001	1
2537	503212	201	30.1	246.6	0.000363	0.155292	22.29	0.0001	1
2538	503409	197	30.0	246.6	0.000325	0.159080	22.29	0.0001	1
2539	503606	197	30.1	246.7	0.000613	0.153398	22.29	0.0001	1
2540	503803	197	30.1	246.7	0.000975	0.153398	18.47	0.0001	1
2541	504037	234	30.0	246.8	0.000988	0.155292	18.47	0.0002	1
2542	504235	198	30.1	246.9	0.001100	0.155292	18.47	0.0002	1
2543	504431	196	30.0	247.0	0.000900	0.153398	18.47	0.0001	1
2544	504629	198	30.0	247.1	0.000488	0.159080	18.47	0.0001	1
2545	504832	203	30.1	247.2	0.000863	0.160974	18.47	0.0001	1
2546	505031	199	30.0	247.2	0.000888	0.155292	18.47	0.0001	1
2547	505229	198	30.1	247.3	0.000500	0.153398	18.47	0.0001	1
2548	505425	196	30.1	247.4	0.000300	0.160974	18.47	0.0000	1
2549	505623	198	30.1	247.5	0.000450	0.162867	18.47	0.0001	1
2550	505821	198	30.0	247.5	0.000925	0.162867	22.94	0.0002	1
2551	506018	197	30.1	247.6	0.001125	0.155292	22.94	0.0002	1
2552	506215	197	30.1	247.7	0.001038	0.159080	22.94	0.0002	1
2553	506413	198	30.1	247.8	0.000638	0.160974	22.94	0.0001	1
2554	506612	199	30.0	247.8	0.000638	0.159080	22.94	0.0001	1
2555	506810	198	30.1	247.9	0.000363	0.155292	22.94	0.0001	1
2556	507008	198	30.0	248.0	0.000363	0.160974	22.94	0.0001	1
2557	507204	196	30.0	248.1	0.000688	0.155292	22.94	0.0001	1
2558	507402	198	30.1	248.2	0.001050	0.157186	22.94	0.0002	1
2559	507599	197	30.1	248.2	0.001138	0.164761	22.94	0.0002	1
2560	507797	198	30.1	248.3	0.000788	0.157186	23.19	0.0001	1
2561	507994	197	30.0	248.3	0.000425	0.153398	23.19	0.0001	1
2562	508194	200	30.1	248.5	0.000463	0.159080	23.19	0.0001	1
2563	508391	197	30.1	248.5	0.000275	0.153398	23.19	0.0000	1
2564	508589	198	30.1	248.6	0.000525	0.151505	23.19	0.0001	1
2565	508786	197	30.1	248.7	0.000950	0.155292	23.19	0.0001	1
2566	508983	197	30.0	248.6	0.001150	0.157186	23.19	0.0002	1
2567	509180	197	30.0	248.8	0.000938	0.151505	23.19	0.0001	1
2568	509378	198	30.0	248.8	0.000538	0.153398	23.19	0.0001	1
2569	509575	197	30.1	248.9	0.000388	0.162867	23.19	0.0001	1
2570	509775	200	30.0	249.0	0.000338	0.155292	20.72	0.0001	1
2571	509973	198	30.1	249.1	0.000413	0.164761	20.72	0.0001	1
2572	510170	197	30.1	249.2	0.000813	0.162867	20.72	0.0001	1
2573	510367	197	30.1	249.3	0.001113	0.157186	20.72	0.0002	1
2574	510565	198	30.1	249.3	0.001063	0.157186	20.72	0.0002	1
2575	510761	196	30.1	249.4	0.000700	0.155292	20.72	0.0001	1
2576	510959	198	30.1	249.5	0.000338	0.159080	20.72	0.0001	1
2577	511157	198	30.1	249.6	0.000338	0.155292	20.72	0.0001	1
2578	511356	199	30.0	249.7	0.000338	0.159080	20.72	0.0001	1
2579	511554	198	30.0	249.7	0.000638	0.153398	20.72	0.0001	1
2580	511752	198	30.1	249.8	0.001025	0.153398	26.47	0.0002	1
2581	511973	221	30.1	249.9	0.000425	0.153398	26.47	0.0001	1
2582	512169	196	30.1	249.9	0.000738	0.160974	26.47	0.0001	1
2583	512367	198	30.1	250.1	0.001063	0.155292	26.47	0.0002	1
2584	512565	198	30.1	250.2	0.001088	0.162867	26.47	0.0002	1
2585	512766	201	30.1	250.2	0.001075	0.160974	26.47	0.0002	1
2586	512967	201	30.1	250.3	0.001138	0.157186	26.47	0.0002	1
2587	513165	198	30.0	250.4	0.001013	0.155292	26.47	0.0002	1
2588	513361	196	30.1	250.5	0.000738	0.151505	26.47	0.0001	1
2589	513559	198	30.0	250.5	0.000363	0.153398	26.47	0.0001	1
2590	513757	198	30.1	250.5	0.000375	0.155292	20.98	0.0001	1
2591	513954	197	30.1	250.6	0.000613	0.159080	20.98	0.0001	1
2592	514151	197	30.1	250.8	0.001025	0.155292	20.98	0.0002	1
2593	514349	198	30.1	250.8	0.001113	0.155292	20.98	0.0002	1
2594	514548	199	30.1	250.9	0.001113	0.149611	20.98	0.0002	1
2595	514746	198	30.1	251.0	0.000875	0.151505	20.98	0.0001	1
2596	514944	198	30.1	251.1	0.000425	0.157186	20.98	0.0001	1
2597	515140	196	30.1	251.2	0.000338	0.157186	20.98	0.0001	1
2598	515338	198	30.1	251.3	0.000488	0.153398	20.98	0.0001	1
2599	515535	197	30.1	251.4	0.000975	0.159080	20.98	0.0002	1
2600	515732	197	30.1	251.6	0.001113	0.151505	31.65	0.0002	1
2601	515930	198	30.1	251.6	0.000963	0.160974	31.65	0.0002	1
2602	516130	200	30.0	251.7	0.001013	0.155292	31.65	0.0002	1
2603	516327	197	30.1	251.8	0.000625	0.155292	31.65	0.0001	1
