DISTANCE,TIME,RETRACAO,60ma_S,60ma_T,60ma_t,60ma_R,TEMPERATURE
989.511111111111,-269060.404575,0.9955169444444445,989.154356111111,581.0016666666668,-269552.562815,0.9965819444444443,581.1
989.7652083333331,-268359.704715,0.994739375,989.5668747916666,581.13125,-268851.86295499996,0.9953447916666666,581.2
991.09875,-267759.104835,0.9907345833333331,990.0545004166669,581.21625,-268251.26307499997,0.9938674999999999,581.3
989.4552777777776,-267191.871615,0.9956997222222222,990.3122780555556,581.3180555555556,-267684.029855,0.9931016666666665,581.4
989.7591666666666,-266858.205015,0.9947512499999999,990.1942158333337,581.3870833333334,-267350.36325500003,0.9934600000000001,581.5
989.7324999999996,-266190.871815,0.9948444444444444,989.4939258333333,581.515,-266683.03005500004,0.9955622222222225,581.6
989.4683333333329,-265506.855285,0.9956279166666667,989.5653335416663,581.63625,-265999.01352499996,0.995345625,581.7
990.2883333333331,-264989.672055,0.9931616666666666,989.7069205555557,581.7144444444444,-265481.830295,0.9949177777777781,581.8
989.2670833333333,-264355.70551500004,0.9962525000000001,990.0260141666666,581.79625,-264847.863755,0.9939541666666664,581.9
989.2336111111108,-263855.20561500004,0.9963411111111112,989.4832775000001,581.8919444444443,-264347.36385499995,0.9955925,582.0
989.7288888888888,-263254.605735,0.9948400000000004,989.3001852777777,582.0180555555556,-263746.76397500007,0.9961399999999999,582.1
989.5954166666667,-262754.105835,0.9952404166666667,989.6020625000001,582.1016666666667,-263246.26407499996,0.9952241666666669,582.2
989.4005555555553,-262253.605935,0.9958277777777782,989.5426519444443,582.2016666666666,-262745.764175,0.9954019444444442,582.3
990.3429166666666,-261753.10603500003,0.9929958333333334,989.694040416667,582.3016666666666,-262245.264275,0.9949470833333334,582.4
989.8054166666662,-261152.50615499998,0.9946135416666668,989.9406808333333,582.4189583333333,-261644.66439499997,0.9942060416666667,582.5
989.3045833333331,-260351.70631500005,0.996124375,989.7319479166667,582.5385416666667,-260843.864555,0.9948354166666665,582.6
988.6283333333332,-259651.00645500002,0.998163888888889,989.0227177777779,582.6277777777777,-260143.164695,0.9969722222222218,582.7
988.791111111111,-258983.673255,0.9976741666666668,988.7667411111108,582.7313888888889,-259475.831495,0.9977469444444448,582.8
989.013611111111,-258516.54001499998,0.997003888888889,988.9909813888888,582.8113888888888,-259008.69825500002,0.9970700000000002,582.9
988.5987499999998,-257949.306795,0.9982658333333331,988.7620274999999,582.8962500000001,-258441.46503499997,0.9977641666666668,583.0
988.7564583333332,-257348.706915,0.9977843750000002,988.6675487500003,583.0166666666668,-257840.86515499998,0.9980560416666662,583.1
988.8475000000002,-256848.20701500002,0.9975091666666667,988.7079308333333,583.1016666666667,-257340.36525500004,0.9979308333333335,583.2
988.6233333333332,-256447.80709500005,0.9981844444444449,988.7879258333334,583.1816666666667,-256939.965335,0.9976849999999998,583.3
989.8000000000001,-255747.10723499997,0.9946347916666668,988.964398541667,583.3289583333334,-256239.265475,0.9971549999999997,583.4
989.7983333333332,-254946.307395,0.9946491666666674,989.8668616666665,583.4385416666668,-255438.465635,0.9944391666666669,583.5
988.3458333333334,-254445.807495,0.9990341666666668,989.7937783333332,583.5016666666667,-254937.96573499998,0.9946649999999999,583.6
988.9737499999995,-253945.30759500002,0.9971252083333334,989.0209966666667,583.6016666666667,-254437.46583499995,0.9969897916666665,583.7
989.5179166666668,-253344.70771500003,0.9954895833333334,989.09519375,583.71625,-253836.86595500002,0.9967616666666665,583.8
988.6263888888885,-252844.20781499997,0.9981780555555555,989.3138294444444,583.8016666666666,-253336.36605500005,0.9961016666666667,583.9
988.5187499999997,-252143.507955,0.9984995833333334,988.5880941666665,583.9312500000001,-252635.66619500003,0.9982916666666668,584.0
987.8483333333334,-251643.008055,1.0005316666666666,988.3046125000001,584.0016666666667,-252135.166295,0.9991516666666668,584.1
988.6024999999996,-251142.50815500005,0.9982400000000001,988.4459266666667,584.1016666666667,-251634.66639499998,0.9987195833333335,584.2
989.4041666666661,-250441.80829500002,0.9958183333333331,988.8062916666664,584.2277777777776,-250933.966535,0.9976233333333331,584.3
988.5102777777777,-249841.20841500003,0.9985222222222225,988.9952638888893,584.3180555555556,-250333.36665499996,0.9970555555555557,584.4
988.7649999999999,-249340.70851500003,0.9977483333333331,988.7891179166667,584.4016666666668,-249832.86675499997,0.9976800000000002,584.5
988.9316666666667,-248940.30859499998,0.9972525,988.7177291666667,584.4816666666667,-249432.46683500006,0.9978937500000001,584.6
