DISTANCE,TIME,RETRACAO,60ma_S,60ma_T,60ma_t,60ma_R,TEMPERATURE
2450.84,3015827,1.02702,2455.348,484.36,2955783.4,1.02139,494.5
2452.84,3045763,1.02451,2454.378,489.4,2985789.2,1.0226,499.5
2457.34,3075748,1.01889,2453.91,494.46,3015776.2,1.02318,504.6
2457.69,3105831,1.01846,2455.28,499.58,3045781.6,1.02147,509.9
2457.51,3135764,1.01868,2455.244,504.7,3075786.6,1.02151,515.0
2459.68,3165744,1.01599,2457.012,509.84,3105770.0,1.01931,520.2
2459.5,3195770,1.01621,2458.344,515.0,3135771.4,1.01765,525.3
2453.01,3225746,1.0243,2457.478,520.18,3165771.0,1.01873,530.5
2452.84,3255822,1.02451,2456.508,525.34,3195769.2,1.01994,535.7
2459.68,3285798,1.01599,2456.942,530.54,3225776.0,1.0194,541.0
2448.85,3315733,1.02953,2454.776,535.74,3255773.8,1.02211,546.2
2451.71,3345816,1.02593,2453.218,540.98,3285783.0,1.02405,551.5
2440.21,3375802,1.0405,2450.658,546.22,3315794.2,1.02729,556.7
2442.87,3405741,1.03711,2448.664,551.46,3345778.0,1.02981,561.9
2436.89,3435830,1.04476,2444.106,556.7,3375784.4,1.03557,567.2
2405.67,3465755,1.08597,2435.47,561.94,3405788.8,1.04685,572.4
2402.68,3495843,1.09003,2425.664,567.18,3435794.2,1.05967,577.7
2393.06,3525822,1.10322,2416.234,572.44,3465798.2,1.07222,583.0
2396.03,3555762,1.09913,2406.866,577.7,3495802.4,1.08462,588.2
2349.69,3585837,1.16545,2389.426,582.98,3525803.8,1.10876,593.6
2345.87,3615769,1.17115,2377.466,588.28,3555806.6,1.1258,598.9
2346.03,3645758,1.17091,2366.136,593.56,3585789.6,1.14197,604.1
2326.1,3675850,1.20127,2352.744,598.84,3615795.2,1.16158,609.4
2324.11,3705782,1.20436,2338.36,604.14,3645799.2,1.18263,614.7
2304.18,3735777,1.23588,2329.258,609.42,3675787.2,1.19671,620.0
2296.21,3765822,1.24879,2319.326,614.72,3705797.8,1.21224,625.4
2289.9,3795747,1.25914,2308.1,620.3,3735795.6,1.22989,632.0
2286.25,3825825,1.26518,2300.13,625.9,3765790.6,1.24267,637.4
2284.25,3855810,1.26851,2292.158,631.32,3795796.2,1.2555,641.8
2286.25,3885749,1.26518,2288.572,636.68,3825790.6,1.26136,646.8
2286.08,3915841,1.26547,2286.546,642.02,3855794.4,1.2647,652.1
2290.4,3945764,1.25832,2286.646,647.1,3885797.8,1.26453,657.4
2282.26,3975751,1.27183,2285.848,652.18,3915783.0,1.26586,662.8
2284.25,4005832,1.26851,2285.848,657.46,3945787.4,1.26586,668.2
2286.25,4035771,1.26518,2285.848,662.8,3975791.8,1.26586,673.5
2286.25,4065853,1.26518,2285.882,668.16,4005794.2,1.2658,678.9
2288.24,4095841,1.26189,2285.45,673.56,4035809.6,1.26652,684.4
2282.26,4125772,1.27183,2285.45,678.88,4065813.8,1.26652,689.4
2288.24,4155853,1.26189,2286.248,684.18,4095818.0,1.26519,694.7
2288.24,4185788,1.26189,2286.646,689.48,4125821.4,1.26454,700.0
2290.4,4215777,1.25832,2287.476,694.74,4155806.2,1.26316,705.2
2288.07,4245818,1.26217,2287.442,699.92,4185801.6,1.26322,710.3
2285.74,4275799,1.26603,2288.138,705.16,4215807.0,1.26206,715.6
2288.24,4305841,1.26189,2288.138,710.38,4245804.6,1.26206,720.8
2286.25,4335821,1.26518,2287.74,715.58,4275811.2,1.26272,726.0
2288.07,4365802,1.26217,2287.274,720.8,4305816.2,1.26349,731.3
2288.07,4395847,1.26217,2287.274,726.04,4335822.0,1.26349,736.5
2279.6,4425842,1.27629,2286.046,731.3,4365830.6,1.26554,741.9
2288.24,4455777,1.26189,2286.046,736.56,4395817.8,1.26554,747.1
2290.23,4485870,1.2586,2286.842,741.82,4425827.6,1.26422,752.3
2294.22,4515808,1.25204,2288.072,747.08,4455828.8,1.2622,757.6
2290.23,4545853,1.2586,2288.504,752.36,4485830.0,1.26148,762.9
2290.23,4575845,1.2586,2290.63,757.62,4515830.6,1.25795,768.2
2290.23,4605784,1.2586,2291.028,762.88,4545832.0,1.25729,773.4
2277.28,4635867,1.28019,2288.438,768.16,4575831.4,1.26161,778.7
2294.22,4665806,1.25204,2288.438,773.44,4605831.0,1.26161,784.0
2290.23,4695798,1.2586,2288.438,778.72,4635820.0,1.26161,789.3
2267.16,4725836,1.29741,2283.824,783.98,4665818.2,1.26937,794.5
2282.09,4755822,1.27212,2282.196,789.26,4695825.8,1.27207,799.8
2278.96,4785865,1.27736,2282.532,794.58,4725825.4,1.27151,805.3
2288.24,4815853,1.26189,2281.336,799.9,4755834.8,1.27348,810.6
2268.99,4845779,1.29428,2277.088,805.26,4785831.0,1.28061,816.1
2275.45,4875868,1.28328,2278.746,810.7,4815837.4,1.27779,821.7
2280.96,4905802,1.27401,2278.52,816.14,4845833.4,1.27816,827.0
2272.98,4935794,1.28747,2277.324,821.54,4875819.2,1.28019,832.3
2271.14,4965832,1.2906,2273.904,826.98,4905815.0,1.28593,837.8
2275.45,4995812,1.28328,2275.196,832.46,4935821.6,1.28373,843.5
2274.97,5025905,1.2841,2275.1,837.92,4965829.0,1.28389,849.0
2277.13,5055834,1.28045,2274.334,843.42,4995835.4,1.28518,854.5
2270.99,5085809,1.29086,2273.936,848.92,5025838.4,1.28586,859.8
2276.97,5115883,1.28072,2275.102,854.44,5055848.6,1.28388,865.4
2277.45,5145822,1.27991,2275.502,859.9,5085850.6,1.28321,870.8
