DISTANCE,TEMPERATURE,TIME
994.03,583.2,-256889.91534000004
994.03,583.2,-256873.23201000004
990.0,583.2,-256856.54868000004
988.0,583.2,-256839.86535000004
992.0,583.2,-256823.18202000004
992.0,583.2,-256806.49869000004
992.0,583.2,-256789.81536000004
990.01,583.2,-256773.13203000004
990.0,583.2,-256756.44870000004
990.0,583.3,-256739.76537000004
992.0,583.3,-256723.08204000004
990.01,583.3,-256706.39871000004
990.0,583.3,-256689.71538000004
990.0,583.3,-256673.03205000004
990.0,583.3,-256656.34872000004
990.0,583.3,-256639.66539000004
990.0,583.3,-256622.98206
990.02,583.3,-256606.29873
992.02,583.3,-256589.6154
992.01,583.3,-256572.93207
990.0,583.3,-256556.24874
990.0,583.3,-256539.56541
990.0,583.3,-256522.88208
988.01,583.3,-256506.19875
986.01,583.3,-256489.51542
992.01,583.3,-256472.83209
990.01,583.3,-256456.14876
990.01,583.3,-256439.46543
992.0,583.3,-256422.7821
990.0,583.3,-256406.09877
990.0,583.3,-256389.41544
990.01,583.3,-256372.73211
990.01,583.3,-256356.04878
988.0,583.3,-256339.36545
988.0,583.3,-256322.68212
990.01,583.3,-256305.99879
990.01,583.3,-256289.31546
992.0,583.3,-256272.63213
992.0,583.3,-256255.9488
992.0,583.3,-256239.26547
990.0,583.3,-256222.58214
990.0,583.3,-256205.89881
990.0,583.3,-256189.21548
988.01,583.3,-256172.53215
988.01,583.3,-256155.84882
990.01,583.4,-256139.16549
988.01,583.4,-256122.48216
988.01,583.4,-256105.79883
990.0,583.4,-256089.1155
986.0,583.4,-256072.43217000001
988.02,583.4,-256055.74884000001
992.0,583.4,-256039.06551000001
992.0,583.4,-256022.38218000002
990.03,583.4,-256005.69885000002
990.01,583.4,-255989.01552000002
990.01,583.4,-255972.33219000002
992.03,583.4,-255955.64886000002
990.0,583.4,-255938.96553000002
994.03,583.4,-255922.28220000002
990.01,583.4,-255905.59887000002
994.03,583.4,-255888.91554000002
990.0,583.4,-255872.23221000002
990.0,583.4,-255855.54888000002
988.01,583.4,-255838.86555000002
990.0,583.4,-255822.18222000002
988.01,583.4,-255805.49889000002
988.01,583.4,-255788.81556000002
990.0,583.4,-255772.13223000002
990.0,583.4,-255755.44890000002
990.0,583.4,-255738.76557000002
990.01,583.4,-255722.08224000002
988.0,583.4,-255705.39891000002
990.0,583.4,-255688.71558000002
990.0,583.4,-255672.03225000002
990.0,583.4,-255655.34892000002
988.01,583.4,-255638.66559000002
988.01,583.4,-255621.98226000002
990.01,583.4,-255605.29893000002
990.0,583.4,-255588.61560000002
990.01,583.4,-255571.93227000002
988.01,583.4,-255555.24894000002
990.0,583.4,-255538.56561000002
990.0,583.4,-255521.88228000002
990.01,583.4,-255505.19895000002
990.02,583.4,-255488.51562000002
990.01,583.4,-255471.83229000002
990.01,583.4,-255455.14896000002
988.02,583.4,-255438.46563000002
990.0,583.4,-255421.78230000002
990.01,583.4,-255405.09897000002
990.01,583.4,-255388.41564000002
992.0,583.4,-255371.73231000002
990.02,583.4,-255355.04898000002
990.01,583.5,-255338.36565000002
996.01,583.5,-255321.68232000002
990.01,583.5,-255304.99899000002
990.01,583.5,-255288.31566000002
988.02,583.5,-255271.63233000002
990.01,583.5,-255254.94900000002
988.02,583.5,-255238.26567000002
990.01,583.5,-255221.58234000002
988.01,583.5,-255204.89901000002
990.02,583.5,-255188.21568000002
990.02,583.5,-255171.53235000002
990.02,583.5,-255154.84902000002
988.01,583.5,-255138.16569000002
988.01,583.5,-255121.48236000002
992.01,583.5,-255104.79903000002
988.0,583.5,-255088.11570000002
992.0,583.5,-255071.43237000002
988.0,583.5,-255054.74904000002
990.01,583.5,-255038.06571000002
990.01,583.5,-255021.38238000002
988.05,583.5,-255004.69905000002
988.01,583.5,-254988.01572000002
988.01,583.5,-254971.33239000003
988.0,583.5,-254954.64906000003
992.0,583.5,-254937.96573000003
990.02,583.5,-254921.28240000003
990.01,583.5,-254904.59907000003
990.01,583.5,-254887.91574000003
990.01,583.5,-254871.23241000003
988.01,583.5,-254854.54908000003
986.02,583.5,-254837.86575000003
988.02,583.5,-254821.18242000003
988.0,583.5,-254804.49909000003
992.03,583.5,-254787.81576000003
990.01,583.5,-254771.13243000003
988.01,583.5,-254754.44910000003
988.0,583.5,-254737.76577000003
988.0,583.5,-254721.08244000003
994.03,583.5,-254704.39911000003
990.01,583.5,-254687.71578000003
990.0,583.5,-254671.03245000003
988.02,583.5,-254654.34912000003
992.07,583.5,-254637.66579000003
990.03,583.5,-254620.98246000003
992.05,583.5,-254604.29913000003
990.01,583.5,-254587.61580000003
992.03,583.5,-254570.93247000003
992.03,583.5,-254554.24914000003
994.03,583.6,-254537.56581000003
988.02,583.6,-254520.88248000003
988.0,583.6,-254504.19915000003
990.01,583.6,-254487.51582000003
992.01,583.6,-254470.83249000003
990.01,583.6,-254454.14916000003
988.01,583.6,-254437.46583000003
990.01,583.6,-254420.78250000003
990.0,583.6,-254404.09917000003
992.0,583.6,-254387.41584000003
992.0,583.6,-254370.73251000003
990.01,583.6,-254354.04918000003
992.05,583.7,-254337.36585000003
992.05,583.7,-254320.68252000003
990.05,583.7,-254303.99919000003
988.02,583.7,-254287.31586000003
988.01,583.7,-254270.63253000003
990.0,583.7,-254253.94920000003
992.03,583.7,-254237.26587000003
990.0,583.7,-254220.58254000003
988.0,583.7,-254203.89921000003
988.0,583.7,-254187.21588000003
992.0,583.7,-254170.53255000003
988.01,583.7,-254153.84922000003
986.02,583.7,-254137.16589000003
990.0,583.7,-254120.48256000003
990.01,583.7,-254103.79923000003
990.0,583.7,-254087.11590000003
990.01,583.7,-254070.43257000003
990.01,583.7,-254053.74924000003
988.01,583.7,-254037.06591000003
990.0,583.7,-254020.38258000003
994.03,583.7,-254003.69925000003
990.0,583.7,-253987.01592000003
990.0,583.7,-253970.33259000003
990.01,583.7,-253953.64926000003
992.01,583.7,-253936.96593000003
990.01,583.7,-253920.28260000004
990.0,583.7,-253903.59927000004
988.01,583.7,-253886.91594000004
990.0,583.7,-253870.23261000004
984.01,583.7,-253853.54928000004
988.01,583.7,-253836.86595000004
990.0,583.7,-253820.18262000004
990.0,583.7,-253803.49929000004
990.0,583.7,-253786.81596000004
986.01,583.7,-253770.13263000004
990.0,583.7,-253753.44930000004
988.01,583.7,-253736.76597000004
988.01,583.7,-253720.08264000004
988.0,583.7,-253703.39931000004
988.01,583.7,-253686.71598000004
988.02,583.7,-253670.03265000004
988.02,583.7,-253653.34932000004
990.01,583.7,-253636.66599000004
990.0,583.7,-253619.98266000004
988.01,583.7,-253603.29933000004
988.02,583.7,-253586.616
990.02,583.7,-253569.93267
990.0,583.7,-253553.24934
992.0,583.8,-253536.56601
990.0,583.8,-253519.88268
990.0,583.8,-253503.19935
992.0,583.8,-253486.51602
984.01,583.8,-253469.83269
986.01,583.8,-253453.14936
990.0,583.8,-253436.46603
990.0,583.8,-253419.7827
988.02,583.8,-253403.09937
990.0,583.8,-253386.41604
990.0,583.8,-253369.73271
990.0,583.8,-253353.04938
990.02,583.8,-253336.36605
990.02,583.8,-253319.68272
990.0,583.8,-253302.99939
988.03,583.8,-253286.31606
988.01,583.8,-253269.63273
988.01,583.8,-253252.9494
984.01,583.8,-253236.26607
990.01,583.8,-253219.58274
988.01,583.8,-253202.89941
988.0,583.8,-253186.21608
994.03,583.8,-253169.53275
984.02,583.8,-253152.84942
988.02,583.9,-253136.16609
988.02,583.9,-253119.48276
988.02,583.9,-253102.79943
994.03,583.9,-253086.1161
990.0,583.9,-253069.43277
990.0,583.9,-253052.74944
990.0,583.9,-253036.06611
990.0,583.9,-253019.38278
988.01,583.9,-253002.69945000001
990.02,583.9,-252986.01612000001
990.01,583.9,-252969.33279000001
990.0,583.9,-252952.64946000002
990.02,583.9,-252935.96613000002
990.02,583.9,-252919.28280000002
990.0,583.9,-252902.59947000002
990.02,583.9,-252885.91614000002
988.02,583.9,-252869.23281000002
990.0,583.9,-252852.54948000002
988.01,583.9,-252835.86615000002
988.01,583.9,-252819.18282000002
990.02,583.9,-252802.49949000002
990.01,583.9,-252785.81616000002
990.01,583.9,-252769.13283000002
990.02,583.9,-252752.44950000002
990.02,583.9,-252735.76617000002
990.01,583.9,-252719.08284000002
988.01,583.9,-252702.39951000002
990.01,583.9,-252685.71618000002
988.01,583.9,-252669.03285000002
990.0,583.9,-252652.34952000002
990.0,583.9,-252635.66619000002
992.01,583.9,-252618.98286000002
992.05,583.9,-252602.29953000002
988.0,583.9,-252585.61620000002
992.0,583.9,-252568.93287000002
992.0,583.9,-252552.24954000002
990.0,584.0,-252535.56621000002
988.0,584.0,-252518.88288000002
990.01,584.0,-252502.19955000002
988.02,584.0,-252485.51622000002
988.02,584.0,-252468.83289000002
988.0,584.0,-252452.14956000002
990.01,584.0,-252435.46623000002
990.01,584.0,-252418.78290000002
990.01,584.0,-252402.09957000002
990.01,584.0,-252385.41624000002
990.01,584.0,-252368.73291000002
990.01,584.0,-252352.04958000002
990.01,584.0,-252335.36625000002
990.01,584.0,-252318.68292000002
988.01,584.0,-252301.99959000002
988.01,584.0,-252285.31626000002
988.02,584.0,-252268.63293000002
988.03,584.0,-252251.94960000002
992.0,584.0,-252235.26627000002
988.02,584.0,-252218.58294000002
988.0,584.0,-252201.89961000002
988.0,584.0,-252185.21628000002
994.03,584.0,-252168.53295000002
990.01,584.0,-252151.84962000002
988.02,584.0,-252135.16629000002
990.03,584.0,-252118.48296000002
988.0,584.0,-252101.79963000002
990.03,584.0,-252085.11630000002
986.03,584.0,-252068.43297000002
988.05,584.0,-252051.74964000002
988.0,584.0,-252035.06631000002
988.01,584.0,-252018.38298000002
988.02,584.0,-252001.69965000002
988.0,584.0,-251985.01632000002
990.0,584.0,-251968.33299000002
986.02,584.0,-251951.64966000002
986.02,584.0,-251934.96633000002
988.0,584.0,-251918.28300000002
992.0,584.0,-251901.59967000003
990.0,584.0,-251884.91634000003
986.05,584.0,-251868.23301000003
986.0,584.0,-251851.54968000003
992.0,584.0,-251834.86635000003
990.0,584.0,-251818.18302000003
990.0,584.0,-251801.49969000003
988.0,584.0,-251784.81636000003
988.0,584.0,-251768.13303000003
988.0,584.0,-251751.44970000003
990.02,584.1,-251734.76637000003
992.03,584.1,-251718.08304000003
986.05,584.1,-251701.39971000003
990.01,584.1,-251684.71638000003
990.01,584.1,-251668.03305000003
984.02,584.1,-251651.34972000003
990.0,584.1,-251634.66639000003
988.01,584.1,-251617.98306000003
988.01,584.1,-251601.29973000003
990.01,584.1,-251584.61640000003
988.01,584.1,-251567.93307000003
986.01,584.1,-251551.24974000003
990.0,584.2,-251534.56641000003
984.02,584.2,-251517.88308000003
992.01,584.2,-251501.19975000003
990.0,584.2,-251484.51642000003
990.0,584.2,-251467.83309000003
990.0,584.2,-251451.14976000003
996.01,584.2,-251434.46643000003
990.02,584.2,-251417.78310000003
992.0,584.2,-251401.09977000003
990.0,584.2,-251384.41644000003
990.01,584.2,-251367.73311000003
984.0,584.2,-251351.04978000003
990.0,584.2,-251334.36645000003
990.0,584.2,-251317.68312000003
984.0,584.2,-251300.99979000003
988.0,584.2,-251284.31646000003
988.0,584.2,-251267.63313000003
990.0,584.2,-251250.94980000003
988.0,584.2,-251234.26647000003
988.0,584.2,-251217.58314000003
990.0,584.2,-251200.89981000003
982.0,584.2,-251184.21648000003
994.0,584.2,-251167.53315000003
992.01,584.2,-251150.84982000003
986.02,584.2,-251134.16649000003
986.02,584.2,-251117.48316000003
988.01,584.2,-251100.79983000003
988.0,584.2,-251084.11650000003
986.0,584.2,-251067.43317000003
988.01,584.2,-251050.74984000003
990.01,584.2,-251034.06651000003
992.0,584.2,-251017.38318000003
990.0,584.2,-251000.69985000003
988.03,584.2,-250984.01652000003
990.0,584.2,-250967.33319000003
990.0,584.2,-250950.64986000003
990.01,584.2,-250933.96653000003
992.05,584.2,-250917.28320000003
988.0,584.2,-250900.59987000003
994.05,584.2,-250883.91654000003
990.01,584.2,-250867.23321000003
990.01,584.2,-250850.54988000004
990.0,584.2,-250833.86655000004
986.01,584.2,-250817.18322000004
990.0,584.2,-250800.49989000004
988.01,584.2,-250783.81656000004
988.02,584.2,-250767.13323000004
990.01,584.2,-250750.44990000004
992.0,584.3,-250733.76657000004
990.0,584.3,-250717.08324000004
988.0,584.3,-250700.39991000004
988.01,584.3,-250683.71658000004
990.01,584.3,-250667.03325000004
990.0,584.3,-250650.34992000004
990.01,584.3,-250633.66659000004
988.02,584.3,-250616.98326000004
990.02,584.3,-250600.29993000004
990.02,584.3,-250583.61660000004
988.0,584.3,-250566.93327000004
994.03,584.3,-250550.24994
992.0,584.3,-250533.56661
988.01,584.3,-250516.88328
988.01,584.3,-250500.19995
992.0,584.3,-250483.51662
988.0,584.3,-250466.83329
988.0,584.3,-250450.14996
992.01,584.3,-250433.46663
992.0,584.3,-250416.7833
990.0,584.3,-250400.09997
990.0,584.3,-250383.41664
990.0,584.3,-250366.73331
992.0,584.3,-250350.04998
992.03,584.3,-250333.36665
988.02,584.3,-250316.68332
988.0,584.3,-250299.99999
992.0,584.3,-250283.31666
988.01,584.3,-250266.63333
986.0,584.3,-250249.95
990.0,584.3,-250233.26667
988.01,584.3,-250216.58334
986.01,584.3,-250199.90001
988.0,584.3,-250183.21668
988.01,584.3,-250166.53335
988.0,584.3,-250149.85002
990.0,584.4,-250133.16669
992.0,584.4,-250116.48336
988.01,584.4,-250099.80003
990.0,584.4,-250083.1167
990.01,584.4,-250066.43337
988.0,584.4,-250049.75004
986.02,584.4,-250033.06671
986.02,584.4,-250016.38338
988.03,584.4,-249999.70005
988.02,584.4,-249983.01672
990.01,584.4,-249966.33339
990.01,584.4,-249949.65006
990.05,584.4,-249932.96673000001
988.02,584.4,-249916.28340000001
988.02,584.4,-249899.60007000001
990.05,584.4,-249882.91674000002
988.02,584.4,-249866.23341000002
988.02,584.4,-249849.55008000002
990.0,584.4,-249832.86675000002
990.0,584.4,-249816.18342000002
988.0,584.4,-249799.50009000002
988.0,584.4,-249782.81676000002
986.0,584.4,-249766.13343000002
988.01,584.4,-249749.45010000002
988.01,584.4,-249732.76677000002
988.01,584.4,-249716.08344000002
988.01,584.4,-249699.40011000002
986.02,584.4,-249682.71678000002
988.01,584.4,-249666.03345000002
988.01,584.4,-249649.35012000002
994.03,584.4,-249632.66679000002
990.01,584.4,-249615.98346000002
988.01,584.4,-249599.30013000002
988.01,584.4,-249582.61680000002
988.01,584.4,-249565.93347000002
990.01,584.4,-249549.25014000002
988.01,584.5,-249532.56681000002
988.01,584.5,-249515.88348000002
988.02,584.5,-249499.20015000002
992.01,584.5,-249482.51682000002
990.01,584.5,-249465.83349000002
990.01,584.5,-249449.15016000002
988.0,584.5,-249432.46683000002
990.0,584.5,-249415.78350000002
990.0,584.5,-249399.10017000002
990.0,584.5,-249382.41684000002
988.0,584.5,-249365.73351000002
990.01,584.5,-249349.05018000002
990.0,584.5,-249332.36685000002
990.0,584.5,-249315.68352000002
990.0,584.5,-249299.00019000002
986.02,584.5,-249282.31686000002
990.0,584.5,-249265.63353000002
990.0,584.5,-249248.95020000002
988.0,584.5,-249232.26687000002
986.0,584.5,-249215.58354000002
988.01,584.5,-249198.90021000002
990.01,584.5,-249182.21688000002
988.01,584.5,-249165.53355000002
992.01,584.5,-249148.85022000002
988.01,584.6,-249132.16689000002
988.02,584.6,-249115.48356000002
988.01,584.6,-249098.80023000002
990.01,584.6,-249082.11690000002
988.0,584.6,-249065.43357000002
986.01,584.6,-249048.75024000002
988.0,584.6,-249032.06691000002
986.02,584.6,-249015.38358000002
988.01,584.6,-248998.70025000002
988.01,584.6,-248982.01692000002
986.02,584.6,-248965.33359000002
988.0,584.6,-248948.65026000002
988.02,584.6,-248931.96693000002
990.02,584.6,-248915.28360000002
992.05,584.6,-248898.60027000002
988.0,584.6,-248881.91694000002
988.02,584.6,-248865.23361000002
988.02,584.6,-248848.55028000002
990.0,584.6,-248831.86695000003
988.01,584.6,-248815.18362000003
984.02,584.6,-248798.50029000003
988.01,584.6,-248781.81696000003
988.01,584.6,-248765.13363000003
990.0,584.6,-248748.45030000003
990.0,584.7,-248731.76697000003
990.0,584.7,-248715.08364000003
990.0,584.7,-248698.40031000003
990.02,584.7,-248681.71698000003
988.03,584.7,-248665.03365000003
988.02,584.7,-248648.35032000003
986.05,584.7,-248631.66699000003
986.05,584.7,-248614.98366000003
988.02,584.7,-248598.30033000003
984.02,584.7,-248581.61700000003
990.01,584.7,-248564.93367000003
990.01,584.7,-248548.25034000003
990.0,584.7,-248531.56701000003
988.01,584.7,-248514.88368000003
986.01,584.7,-248498.20035000003
986.01,584.7,-248481.51702000003
988.01,584.7,-248464.83369000003
988.01,584.7,-248448.15036000003
986.02,584.7,-248431.46703000003
988.02,584.7,-248414.78370000003
988.01,584.7,-248398.10037000003
988.01,584.7,-248381.41704000003
988.0,584.7,-248364.73371000003
992.0,584.7,-248348.05038000003
990.0,584.7,-248331.36705000003
990.0,584.7,-248314.68372000003
988.0,584.7,-248298.00039000003
990.02,584.7,-248281.31706000003
992.0,584.7,-248264.63373000003
992.0,584.7,-248247.95040000003
988.01,584.7,-248231.26707000003
984.03,584.7,-248214.58374000003
990.0,584.7,-248197.90041000003
990.0,584.7,-248181.21708000003
992.01,584.7,-248164.53375000003
992.01,584.7,-248147.85042000003
988.05,584.8,-248131.16709000003
988.02,584.8,-248114.48376000003
986.07,584.8,-248097.80043000003
984.03,584.8,-248081.11710000003
988.05,584.8,-248064.43377000003
990.0,584.8,-248047.75044000003
988.02,584.8,-248031.06711000003
988.02,584.8,-248014.38378000003
990.05,584.8,-247997.70045000003
990.05,584.8,-247981.01712000003
988.03,584.8,-247964.33379000003
990.02,584.8,-247947.65046000003
990.02,584.8,-247930.96713000003
988.0,584.8,-247914.28380000003
988.03,584.8,-247897.60047000003
990.02,584.8,-247880.91714000003
990.02,584.8,-247864.23381000003
990.02,584.8,-247847.55048000003
990.02,584.8,-247830.86715000003
992.05,584.8,-247814.18382000003
988.01,584.8,-247797.50049000003
988.0,584.8,-247780.81716000004
990.01,584.8,-247764.13383000004
986.02,584.8,-247747.45050000004
990.01,584.9,-247730.76717000004
984.01,584.9,-247714.08384000004
988.0,584.9,-247697.40051000004
988.0,584.9,-247680.71718000004
990.02,584.9,-247664.03385000004
988.0,584.9,-247647.35052000004
988.01,584.9,-247630.66719000004
988.01,584.9,-247613.98386000004
982.0,584.9,-247597.30053000004
986.0,584.9,-247580.61720000004
984.0,584.9,-247563.93387000004
988.0,584.9,-247547.25054000004
988.01,584.9,-247530.56721000004
992.0,584.9,-247513.88388
990.0,584.9,-247497.20055
990.01,584.9,-247480.51722
990.0,584.9,-247463.83389
990.01,584.9,-247447.15056
986.0,584.9,-247430.46723
986.0,584.9,-247413.7839
988.0,584.9,-247397.10057
988.0,584.9,-247380.41724
988.02,584.9,-247363.73391
988.01,584.9,-247347.05058
990.0,584.9,-247330.36725
990.01,584.9,-247313.68392
990.0,584.9,-247297.00059
988.0,584.9,-247280.31726
990.0,584.9,-247263.63393
990.01,584.9,-247246.9506
984.02,584.9,-247230.26727
982.02,584.9,-247213.58394
988.05,584.9,-247196.90061
984.02,584.9,-247180.21728
984.02,584.9,-247163.53395
990.01,584.9,-247146.85062
986.02,584.9,-247130.16729
986.02,584.9,-247113.48396
988.02,584.9,-247096.80063
992.03,584.9,-247080.1173
994.05,584.9,-247063.43397
992.05,584.9,-247046.75064
988.01,584.9,-247030.06731
990.01,584.9,-247013.38398
984.01,584.9,-246996.70065
988.0,584.9,-246980.01732
990.01,584.9,-246963.33399
988.01,584.9,-246946.65066
988.01,585.0,-246929.96733
988.01,585.0,-246913.284
988.01,585.0,-246896.60067
988.01,585.0,-246879.91734
990.0,585.0,-246863.23401000001
990.0,585.0,-246846.55068000001
988.01,585.0,-246829.86735000001
994.03,585.0,-246813.18402000002
990.01,585.0,-246796.50069000002
994.03,585.0,-246779.81736000002
986.02,585.0,-246763.13403000002
988.01,585.0,-246746.45070000002
990.0,585.0,-246729.76737000002
990.0,585.0,-246713.08404000002
988.01,585.0,-246696.40071000002
990.0,585.0,-246679.71738000002
984.02,585.0,-246663.03405000002
986.01,585.0,-246646.35072000002
988.01,585.0,-246629.66739000002
984.0,585.0,-246612.98406000002
986.0,585.0,-246596.30073000002
988.01,585.0,-246579.61740000002
988.01,585.0,-246562.93407000002
988.01,585.0,-246546.25074000002
988.02,585.0,-246529.56741000002
988.01,585.0,-246512.88408000002
988.01,585.0,-246496.20075000002
992.0,585.0,-246479.51742000002
990.0,585.0,-246462.83409000002
990.0,585.0,-246446.15076000002
986.02,585.0,-246429.46743000002
988.0,585.0,-246412.78410000002
990.0,585.0,-246396.10077000002
990.0,585.0,-246379.41744000002
992.01,585.0,-246362.73411000002
992.0,585.0,-246346.05078000002
988.01,585.1,-246329.36745000002
988.01,585.1,-246312.68412000002
986.02,585.1,-246296.00079000002
988.01,585.1,-246279.31746000002
990.0,585.1,-246262.63413000002
990.0,585.1,-246245.95080000002
992.01,585.1,-246229.26747000002
988.01,585.1,-246212.58414000002
988.0,585.1,-246195.90081000002
988.0,585.1,-246179.21748000002
990.0,585.1,-246162.53415000002
990.0,585.1,-246145.85082000002
988.01,585.2,-246129.16749000002
986.02,585.2,-246112.48416000002
990.01,585.2,-246095.80083000002
990.0,585.2,-246079.11750000002
990.0,585.2,-246062.43417000002
990.0,585.2,-246045.75084000002
988.02,585.2,-246029.06751000002
988.02,585.2,-246012.38418000002
990.0,585.2,-245995.70085000002
990.0,585.2,-245979.01752000002
990.0,585.2,-245962.33419000002
990.0,585.2,-245945.65086000002
990.0,585.1,-245928.96753000002
988.01,585.1,-245912.28420000002
990.0,585.1,-245895.60087000002
992.03,585.1,-245878.91754000002
988.01,585.1,-245862.23421000002
990.01,585.1,-245845.55088000002
988.03,585.1,-245828.86755000002
994.03,585.1,-245812.18422000002
994.03,585.1,-245795.50089000002
994.03,585.1,-245778.81756000002
986.02,585.1,-245762.13423000003
988.0,585.1,-245745.45090000003
988.0,585.2,-245728.76757000003
986.01,585.2,-245712.08424000003
994.03,585.2,-245695.40091000003
992.03,585.2,-245678.71758000003
986.02,585.2,-245662.03425000003
986.02,585.2,-245645.35092000003
988.01,585.2,-245628.66759000003
988.01,585.2,-245611.98426000003
984.01,585.2,-245595.30093000003
988.01,585.2,-245578.61760000003
988.01,585.2,-245561.93427000003
988.01,585.2,-245545.25094000003
992.0,585.3,-245528.56761000003
990.01,585.3,-245511.88428000003
988.02,585.3,-245495.20095000003
988.01,585.3,-245478.51762000003
990.05,585.3,-245461.83429000003
988.0,585.3,-245445.15096000003
988.01,585.3,-245428.46763000003
992.03,585.3,-245411.78430000003
994.03,585.3,-245395.10097000003
984.0,585.3,-245378.41764000003
990.03,585.3,-245361.73431000003
986.03,585.3,-245345.05098000003
986.0,585.3,-245328.36765000003
990.02,585.3,-245311.68432000003
986.02,585.3,-245295.00099000003
988.01,585.3,-245278.31766000003
988.01,585.3,-245261.63433000003
990.05,585.3,-245244.95100000003
992.03,585.3,-245228.26767000003
990.01,585.3,-245211.58434000003
986.0,585.3,-245194.90101000003
984.02,585.3,-245178.21768000003
984.0,585.3,-245161.53435000003
984.02,585.3,-245144.85102000003
990.0,585.4,-245128.16769000003
990.01,585.4,-245111.48436000003
990.02,585.4,-245094.80103000003
990.02,585.4,-245078.11770000003
992.0,585.4,-245061.43437000003
988.01,585.4,-245044.75104000003
988.02,585.4,-245028.06771000003
988.0,585.4,-245011.38438000003
990.0,585.4,-244994.70105000003
988.02,585.4,-244978.01772000003
988.01,585.4,-244961.33439000003
986.02,585.4,-244944.65106000003
994.1,585.4,-244927.96773000003
988.01,585.4,-244911.28440000003
986.02,585.4,-244894.60107000003
988.01,585.4,-244877.91774000003
998.16,585.4,-244861.23441000003
990.0,585.4,-244844.55108000003
990.01,585.4,-244827.86775000003
990.01,585.4,-244811.18442000003
990.0,585.4,-244794.50109000003
988.0,585.4,-244777.81776000003
990.03,585.4,-244761.13443000003
986.02,585.4,-244744.45110000003
990.0,585.4,-244727.76777000003
986.02,585.4,-244711.08444000004
994.03,585.4,-244694.40111000004
988.0,585.4,-244677.71778000004
992.0,585.4,-244661.03445000004
986.02,585.4,-244644.35112000004
988.01,585.4,-244627.66779000004
990.0,585.4,-244610.98446000004
986.02,585.4,-244594.30113000004
982.02,585.4,-244577.61780000004
988.0,585.4,-244560.93447000004
990.0,585.4,-244544.25114000004
988.01,585.4,-244527.56781000004
990.01,585.4,-244510.88448000004
990.01,585.4,-244494.20115000004
990.01,585.4,-244477.51782
982.02,585.4,-244460.83449
988.0,585.4,-244444.15116
988.01,585.4,-244427.46783
990.0,585.4,-244410.7845
990.0,585.4,-244394.10117
988.01,585.4,-244377.41784
986.02,585.4,-244360.73451
986.01,585.4,-244344.05118
994.01,585.5,-244327.36785
990.01,585.5,-244310.68452
992.03,585.5,-244294.00119
990.02,585.5,-244277.31786
988.0,585.5,-244260.63453
990.0,585.5,-244243.9512
990.01,585.5,-244227.26787
988.02,585.5,-244210.58454
986.01,585.5,-244193.90121
986.01,585.5,-244177.21788
990.0,585.5,-244160.53455
988.0,585.5,-244143.85122
990.0,585.5,-244127.16789
988.0,585.5,-244110.48456
988.01,585.5,-244093.80123
988.01,585.5,-244077.1179
988.02,585.5,-244060.43457
988.01,585.5,-244043.75124
986.0,585.5,-244027.06791
988.01,585.5,-244010.38458
986.02,585.5,-243993.70125
988.02,585.5,-243977.01792
990.03,585.5,-243960.33459
990.01,585.5,-243943.65126
988.02,585.5,-243926.96793
988.02,585.5,-243910.2846
986.0,585.5,-243893.60127
988.0,585.5,-243876.91794
990.0,585.5,-243860.23461
988.0,585.5,-243843.55128
988.01,585.5,-243826.86795
988.01,585.5,-243810.18462
988.01,585.5,-243793.50129000001
988.02,585.5,-243776.81796000001
990.0,585.5,-243760.13463000002
988.0,585.5,-243743.45130000002
988.0,585.5,-243726.76797000002
988.0,585.5,-243710.08464000002
990.0,585.5,-243693.40131000002
988.0,585.5,-243676.71798000002
990.01,585.5,-243660.03465000002
988.0,585.5,-243643.35132000002
990.0,585.5,-243626.66799000002
988.01,585.5,-243609.98466000002
988.0,585.5,-243593.30133000002
988.01,585.5,-243576.61800000002
990.0,585.5,-243559.93467000002
990.0,585.5,-243543.25134000002
988.01,585.6,-243526.56801000002
988.01,585.6,-243509.88468000002
988.0,585.6,-243493.20135000002
988.0,585.6,-243476.51802000002
990.01,585.6,-243459.83469000002
990.01,585.6,-243443.15136000002
990.01,585.6,-243426.46803000002
988.01,585.6,-243409.78470000002
986.02,585.6,-243393.10137000002
990.01,585.6,-243376.41804000002
984.03,585.6,-243359.73471000002
988.01,585.6,-243343.05138000002
988.02,585.7,-243326.36805000002
984.03,585.7,-243309.68472000002
986.02,585.7,-243293.00139000002
988.01,585.7,-243276.31806000002
988.01,585.7,-243259.63473000002
988.01,585.7,-243242.95140000002
986.02,585.7,-243226.26807000002
992.01,585.7,-243209.58474000002
988.01,585.7,-243192.90141000002
988.01,585.7,-243176.21808000002
990.02,585.7,-243159.53475000002
984.03,585.7,-243142.85142000002
984.03,585.7,-243126.16809000002
986.0,585.7,-243109.48476000002
986.02,585.7,-243092.80143000002
990.0,585.7,-243076.11810000002
986.0,585.7,-243059.43477000002
986.02,585.7,-243042.75144000002
988.0,585.7,-243026.06811000002
988.0,585.7,-243009.38478000002
986.0,585.7,-242992.70145000002
986.0,585.7,-242976.01812000002
988.0,585.7,-242959.33479000002
990.01,585.7,-242942.65146000002
992.0,585.7,-242925.96813000002
990.0,585.7,-242909.28480000002
988.0,585.7,-242892.60147000002
990.01,585.7,-242875.91814000002
988.0,585.7,-242859.23481000002
990.01,585.7,-242842.55148000002
990.0,585.7,-242825.86815000002
