Size,Time,RetracaoCubica,60ma_S,60ma_T,60ma_t,60ma_R,Temperature
1093.79,0.06669888888888889,1.0006511111111112,,,,,423.0
1095.7863888888887,0.44188500000000003,0.9951747222222223,,,,,423.1
1095.7406666666664,1.2823049999999998,0.9953058333333339,1095.7546882608697,423.16847826086973,0.9192971739130433,0.9952658695652168,423.2
1094.9497222222224,1.9759866666666663,0.9974822222222224,1095.3567825,423.2277777777778,1.4840738888888891,0.9963588888888896,423.3
1095.835833333333,2.7096855555555552,0.9950536111111111,1095.4959955555555,423.3277777777778,2.2177750000000005,0.9959855555555553,423.4
1095.8375000000003,3.4033650000000004,0.9950420000000005,1095.7554745000002,423.4351666666666,2.9114549999999992,0.9952744999999994,423.5
1095.9166666666667,4.143735,0.9948191666666665,1095.7795354166662,423.51624999999996,3.651824166666666,0.9951987499999998,423.6
1096.558611111111,4.643985,0.9930966666666673,1095.9622725,423.6016666666667,4.152071111111111,0.9946988888888885,423.7
1094.7780555555555,5.3776850000000005,0.9979286111111114,1095.8495741666663,423.7447222222221,4.885771666666667,0.9950205555555551,423.8
1096.445,5.711186111111111,0.9933919444444445,1095.8314208333331,423.80472222222227,5.219274722222223,0.9950666666666663,423.9
1095.0431250000001,6.544935,0.9972210416666673,1095.620875416667,423.92125000000004,6.053023124999998,0.99563875,424.0
1095.5012500000003,7.395359999999999,0.9959558333333338,1095.2074368749998,424.0485416666667,6.903445416666667,0.9967645833333331,424.1
1095.0004166666668,8.095710833333337,0.9973260416666676,1095.4364479166666,424.1335416666666,7.603798124999998,0.9961337499999995,424.2
1095.8894444444445,8.912785555555555,0.9949036111111111,1095.3246802777774,424.2344444444445,8.420875000000002,0.9964433333333333,424.3
1095.1675,9.379685277777778,0.9968683333333332,1095.4051716666665,424.31138888888887,8.887775,0.9962224999999996,424.4
1095.2777777777778,10.113386111111108,0.9965663888888892,1095.2237730555557,424.42777777777786,9.621474999999998,0.9967163888888891,424.5
1095.1677777777777,10.580285555555555,0.9968738888888891,1095.1420461111109,424.5083333333334,10.088375000000003,0.9969408333333338,424.6
1095.7777777777778,11.247285,0.9952069444444448,1095.4756661111105,424.6113888888888,10.755374166666668,0.9960305555555559,424.7
1096.6675,11.747535833333336,0.9927879166666664,1095.80339625,424.70166666666654,11.255624583333331,0.9951345833333334,424.8
1095.5008333333333,12.397859999999996,0.9959650000000008,1095.9213954166667,424.8289583333333,11.90594979166667,0.9948202083333334,424.9
1095.8333333333333,12.647985,0.9950925,1095.8259874999997,424.88166666666666,12.156075000000001,0.9950908333333334,425.0
1096.1669444444444,13.248285000000001,0.9941525000000004,1095.8023747222223,424.9816666666666,12.756370833333333,0.9951522222222225,425.1
1096.1297916666667,13.948635000000001,0.9942543750000002,1095.9882012500004,425.1239583333333,13.456720208333335,0.9946381249999998,425.2
1095.0079166666667,14.548935000000002,0.9973287500000003,1095.937082916667,425.21625,14.05702083333333,0.994784583333333,425.3
1095.5004166666665,14.949135,0.9959616666666667,1095.8953883333334,425.2816666666667,14.457223749999999,0.9949012499999998,425.4
1096.423333333333,15.349335000000002,0.9934524999999997,1095.4461604166665,425.3770833333333,14.857424583333334,0.99611875,425.5
1095.2886111111109,15.84958527777778,0.9965616666666666,1095.938564166667,425.49861111111113,15.357674166666666,0.9947752777777775,425.6
1095.0116666666668,16.24978666666667,0.9972950000000002,1095.782125,425.5816666666667,15.757874999999999,0.99521,425.7
1095.5075,16.449885833333333,0.9959641666666665,1095.4186525,425.63249999999994,15.957975,0.9962024999999999,425.8
1095.6785416666667,16.950135833333334,0.9954804166666666,1095.3912216666668,425.77979166666677,16.458225000000002,0.9962720833333325,425.9
1096.5154166666664,17.550435833333335,0.9932245833333334,1095.7609308333333,425.91625,17.058525000000003,0.9952620833333331,426.0
1095.3500000000001,18.050685000000005,0.9963725000000001,1095.9451258333333,426.02166666666676,17.558775,0.9947674999999999,426.1
1096.5113888888886,18.18408583333333,0.9932166666666665,1096.128176388889,426.0555555555555,17.692175,0.9942669444444443,426.2
1096.345,18.650985833333333,0.9936525,1096.3183741666667,426.17249999999996,18.159075,0.9937425000000001,426.3
1095.9575,19.051185555555552,0.9947188888888889,1096.1801394444442,426.27194444444444,18.559275,0.9941130555555547,426.4
1096.6766666666667,19.451385833333333,0.9927624999999999,1096.1203316666667,426.3725000000001,18.959475,0.9942716666666666,426.5
1095.1854166666665,19.751535416666666,0.9968345833333334,1096.2271316666668,426.4570833333333,19.259625,0.9939849999999999,426.6
1097.4291666666663,20.151735416666668,0.990720833333333,1096.1361945833335,426.5625,19.659824999999998,0.9942387500000001,426.7
1096.0937499999993,20.551935833333335,0.9943412499999997,1096.3258745833334,426.67708333333326,20.060025,0.9937199999999997,426.8
1096.6804166666668,20.952135416666668,0.992765,1096.7405691666665,426.7770833333334,20.460225,0.9925925000000001,426.9
1096.8437499999995,21.35233583333333,0.9923033333333331,1096.4955058333335,426.8770833333333,20.860425000000003,0.9932550000000003,427.0
1097.0916666666665,21.752535000000005,0.9916383333333331,1096.757117083333,426.9770833333334,21.260624999999997,0.9925462499999999,427.1
1096.9191666666663,22.152735000000003,0.992107916666667,1096.7956175000002,427.07708333333335,21.660825000000003,0.9924420833333328,427.2
1096.33875,22.652985416666667,0.9936754166666666,1096.7202283333334,427.2070833333333,22.161074999999997,0.99264375,427.3
1096.002916666667,23.103210625000003,0.9945866666666668,1096.3370697916669,427.3066666666667,22.6113,0.9936827083333339,427.4
1095.8333333333333,23.653485000000003,0.9950483333333335,1096.0581533333336,427.3908333333333,23.161575,0.9944400000000001,427.5
1096.0004166666668,23.953635000000002,0.9945937499999999,1096.06204125,427.4570833333333,23.461725,0.9944266666666662,427.6
1095.2549999999999,24.353835000000004,0.9966320833333335,1095.9174587500002,427.5625,23.861921249999998,0.9948208333333334,427.7
1097.5879166666666,24.954135208333337,0.9902987500000006,1096.2249654166667,427.71666666666664,24.462223958333336,0.9939931250000001,427.8
1097.3341666666668,25.454385000000002,0.9909766666666666,1097.29557,427.8016666666667,24.962475,0.9910916666666666,427.9
1096.5862499999996,25.754535,0.9930037500000001,1097.4361116666666,427.8616666666667,25.262622500000003,0.9907095833333335,428.0
1097.5583333333334,26.254785000000002,0.9903747222222223,1097.1796108333333,427.9888888888889,25.762870000000003,0.9913955555555553,428.1
1097.1708333333333,26.654985,0.9914191666666667,1097.3225550000002,428.0816666666667,26.16307,0.9910108333333335,428.2
1097.0622222222219,27.055185,0.9917277777777781,1097.3127827777778,428.178611111111,26.563270000000003,0.9910411111111118,428.3
1097.009166666667,27.455385000000003,0.9918558333333332,1097.1395124999997,428.2833333333333,26.96347,0.991515,428.5
1097.5066666666664,27.855584999999998,0.990533055555556,1097.1684536111113,428.4294444444444,27.36367,0.9914377777777779,428.6
1097.5041666666668,28.255785000000003,0.990545,1097.5011241666666,428.56333333333333,27.763869999999997,0.990545,428.7
1098.0116666666668,28.455884999999995,0.9891649999999998,1097.4291508333333,428.63249999999994,27.963970000000003,0.9907399999999998,428.8
1089.845,28.655985000000005,1.0127341666666667,1096.7515558333332,428.69250000000005,28.164069999999995,0.9927675000000001,428.9
1088.774583333333,28.956135000000003,1.0311179166666666,1096.0073479166665,428.80333333333334,28.46422,0.9966212500000001,429.0
1114.7091666666663,29.256285000000005,0.9454166666666665,1094.5327216666667,428.92333333333335,28.76437,1.0058408333333333,429.1
1100.7333333333331,29.456385,0.9838483333333334,1096.89807,429.00333333333333,28.964470000000002,0.9997116666666667,429.2
1096.3575,29.656485,1.0414641666666669,1098.6215833333335,429.0833333333333,29.16457,1.0002491666666666,429.3
1078.67,29.856585,1.0433000000000001,1095.0358341666667,429.16333333333336,29.36467,1.0144225,429.4
1078.67,30.056685,1.0433000000000001,1092.9701941666665,429.25416666666666,29.56477,1.0169733333333333,429.5
1078.67,30.256785000000004,1.0433000000000001,1089.7300416666665,429.3758333333332,29.764870000000002,1.0225633333333333,429.8
1061.9444,30.565272399999998,1.1371152,1082.4433195999998,429.91053319999986,30.073357599999998,1.0433936,431.4
935.9300000000002,30.87376,1.5971499999999998,1056.2375,430.9290283333333,30.381845000000002,1.14239,434.9
935.9300000000002,31.073860000000007,1.5971499999999998,1027.6895,432.24375333333336,30.581944999999994,1.25316,437.0
935.9300000000002,31.27396,1.5971499999999998,999.1415000000002,434.0294474999999,30.782045,1.36393,440.0
935.9300000000002,31.474059999999998,1.5971499999999998,970.5935000000001,436.19666666666666,30.982145,1.4746999999999997,443.0
935.9300000000002,31.67416,1.5971499999999998,939.6076950000001,438.7766666666667,31.182244999999998,1.5841341666666662,445.4
935.9300000000002,31.874260000000003,1.5971499999999998,935.9300000000002,441.4358333333334,31.382345000000004,1.5971499999999998,447.6
