DISTANCE_MA5,TEMPERATURE_MA5,TIME_MA5,RETRACAO_MA5,DISTANCE_MA1,TEMPERATURE_MA1,TIME_MA1,RETRACAO_MA1,DISTANCE_MA3,TEMPERATURE_MA3,TIME_MA3,RETRACAO_MA3
1050.33215,561.75,-156708.18702,1.0062,1050.9770833333332,562.2,-154245.727515,1.0043454166666663,1050.30637,562.1,-154812.96074,1.00627
1050.36942,561.85,-156160.9738,1.00609,1049.9761111111106,562.3,-153678.49429500007,1.007223055555556,1050.18264,562.2,-154223.48308,1.00663
1050.36317,561.95,-155670.4839,1.00611,1050.3499999999997,562.4,-153545.02765500007,1.0061683333333329,1050.4344,562.3,-153823.08316,1.00591
1050.43244,562.05,-155149.964,1.00591,1050.341041666667,562.5,-152844.32779500002,1.0061718750000002,1050.22238,562.4,-153355.94992,1.00652
1050.28764,562.15,-154609.42411,1.00633,1048.9858333333332,562.6,-152143.627935,1.0100716666666667,1049.89229,562.5,-152844.3278,1.00747
1050.14213,562.25,-154078.89422,1.00675,1048.6579166666663,562.7,-151643.12803500006,1.0110208333333333,1049.32826,562.6,-152210.36126,1.00909
1050.063,562.35,-153538.35432,1.00697,1050.0883333333338,562.8,-151042.52815499998,1.0068981250000004,1049.24403,562.7,-151609.76138,1.00933
1049.96129,562.45,-152977.79444,1.00727,1050.2945833333329,562.9,-150441.92827500007,1.006298333333333,1049.68028,562.8,-151042.52816,1.00807
1049.91385,562.55,-152437.25454,1.0074,1049.872916666666,563.0,-150041.52835500002,1.0075170833333331,1050.08528,562.9,-150508.6616,1.0069
1049.92691,562.65,-151916.73465,1.00737,1049.7252777777776,563.1,-149541.028455,1.0079430555555555,1049.96426,563.0,-150008.1617,1.00725
1049.79164,562.75,-151376.19476,1.00775,1049.624375,563.2,-148840.32859499994,1.0082316666666669,1049.74086,563.1,-149474.29514,1.0079
1049.73611,562.85,-150842.3282,1.00791,1049.4208333333333,563.3,-148339.828695,1.0088116666666669,1049.59016,563.2,-148907.06192,1.00833
1049.61126,562.95,-150271.75831,1.00827,1049.1014583333333,563.4,-147839.328795,1.0097370833333337,1049.38222,563.3,-148339.8287,1.00893
1049.57482,563.05,-149711.19842,1.00837,1049.9766666666662,563.5,-147238.728915,1.0072108333333334,1049.49965,563.4,-147805.96214,1.00859
1049.60265,563.15,-149160.64853,1.00829,1049.264166666667,563.6,-146638.12903500002,1.0092635416666669,1049.44743,563.5,-147238.72892,1.00874
1049.57836,563.25,-148600.08864,1.00836,1048.415,563.7,-146037.52915499994,1.0117229166666664,1049.21861,563.6,-146638.12904,1.0094
1049.54044,563.35,-148049.53875,1.00847,1049.7091666666663,563.8,-145537.029255,1.007980555555556,1049.12944,563.7,-146070.89581,1.00966
1049.36815,563.45,-147519.00886,1.00897,1048.5716666666667,563.9,-145136.62933499998,1.0112616666666665,1048.89861,563.8,-145570.39591,1.01032
1049.35257,563.55,-146978.46897,1.00901,1049.7170833333341,564.0,-144636.12943500007,1.0079568750000003,1049.33264,563.9,-145103.26268,1.00907
1049.27717,563.65,-146427.91908,1.00923,1048.9712499999996,564.1,-144035.52955500002,1.0101179166666665,1049.08667,564.0,-144602.76278,1.00978
1049.30245,563.75,-145897.38918,1.00916,1049.877222222222,564.2,-143535.029655,1.0074966666666672,1049.52185,564.1,-144068.89622,1.00852
1049.33553,563.85,-145356.84929,1.00906,1049.7516666666666,564.3,-142934.429775,1.0078533333333335,1049.53338,564.2,-143501.663,1.00849
1049.35172,563.95,-144826.3194,1.00901,1049.2633333333333,564.4,-142534.029855,1.0092591666666664,1049.63074,564.3,-143001.1631,1.0082
1049.26969,564.05,-144315.8095,1.00925,1049.1563888888895,564.5,-142133.62993500006,1.0095783333333332,1049.39046,564.4,-142534.02986,1.0089
1049.30521,564.15,-143785.27961,1.00915,1049.6193333333338,564.6,-141332.83009500007,1.0082370000000005,1049.34635,564.5,-142000.1633,1.00902
1049.37138,564.25,-143234.72972,1.00896,1049.0766666666666,564.7,-140532.030255,1.0098275,1049.28413,564.6,-141332.8301,1.00921
1049.28624,564.35,-142720.88315,1.0092,1048.8577777777775,564.8,-140398.56361500002,1.0104394444444444,1049.18459,564.7,-140754.47466,1.0095
1049.38636,564.45,-142190.35326,1.00891,1049.5729166666665,564.9,-139831.33039499994,1.0083670833333334,1049.16912,564.8,-140253.97476,1.00954
1049.35751,564.55,-141649.81337,1.009,1049.4285416666671,565.0,-139230.73051500006,1.008788125,1049.28641,564.9,-139820.20818,1.0092
1049.39247,564.65,-141109.27347,1.0089,1049.3208333333332,565.1,-138630.13063500007,1.0091116666666666,1049.44076,565.0,-139230.73052,1.00876
1049.24425,564.75,-140588.75358,1.00932,1048.3949999999998,565.2,-138329.83069500007,1.011775833333333,1049.04812,565.1,-138730.23062,1.00989
1049.12491,564.85,-140088.25368,1.00967,1048.5583333333334,565.3,-137929.43077500002,1.0113022222222223,1048.75806,565.2,-138296.46404,1.01073
1049.1022,564.95,-139577.74378,1.00974,1049.0362499999994,565.4,-137428.930875,1.009928333333333,1048.66319,565.3,-137896.06412,1.011
1049.09104,565.05,-139050.55055,1.00977,1049.044722222222,565.5,-136861.697655,1.0099075000000002,1048.87977,565.4,-137406.68644,1.01038
1049.03606,565.15,-138545.04565,1.00993,1049.0695833333332,565.6,-136277.781105,1.009839375000001,1049.05019,565.5,-136856.13655,1.00989
